datum,inc_I_d
2020-09-17,12.780198721040506
2020-09-18,8.969590049485703
2020-09-19,7.760249317166313
2020-09-20,3.957034317308427
2020-09-21,6.734136898794901
2020-09-22,9.924210634501463
2020-09-23,9.766095693996192
2020-09-24,12.09487555502983
2020-09-25,13.910337246480424
2020-09-26,8.766757868400504
2020-09-27,5.690491851764989
2020-09-28,6.440328386166243
2020-09-29,9.192920112786965
2020-09-30,13.037054767584891
2020-10-01,16.69947739814586
2020-10-02,18.43472925982269
2020-10-03,12.25346828460215
2020-10-04,7.171232071902466
2020-10-05,15.411431480464046
2020-10-06,20.850601627527
2020-10-07,25.400213815594157
2020-10-08,26.614364703049944
2020-10-09,39.926321912690696
2020-10-10,23.09942782369103
2020-10-11,14.827652011338955
2020-10-12,21.124251384337867
2020-10-13,41.29005659011102
2020-10-14,46.89150696272975
2020-10-15,48.250963966471886
2020-10-16,57.68399390099023
2020-10-17,46.123437591873426
2020-10-18,26.635779780869598
2020-10-19,40.764473133090746
2020-10-20,61.62033685828851
2020-10-21,77.85934907729984
2020-10-22,74.89503163155496
2020-10-23,79.70644684157196
2020-10-24,69.97759971208006
2020-10-25,39.36293124882013
2020-10-26,52.933771667947894
2020-10-27,83.40440813895248
2020-10-28,70.4529606666108
2020-10-29,68.90307690299187
2020-10-30,75.8184931193257
2020-10-31,65.53442764039369
2020-11-01,35.80666445230804
2020-11-02,51.72650220340324
2020-11-03,67.82901494949192
2020-11-04,86.44126243140818
2020-11-05,76.66762588660185
2020-11-06,66.82205587276167
2020-11-07,45.36710524965156
2020-11-08,19.62873748391212
2020-11-09,33.302069862458666
2020-11-10,52.402826646108224
2020-11-11,49.5301426042879
2020-11-12,45.99817247093597
2020-11-13,41.8772943399681
2020-11-14,23.825440348086886
2020-11-15,9.628456652967998
2020-11-16,30.741753112913102
2020-11-17,23.544791618235195
2020-11-18,31.287670685215744
2020-11-19,37.571645417847776
2020-11-20,32.63133195514229
2020-11-21,17.29772241127739
2020-11-22,7.815015474696793
2020-11-23,25.379614929306626
2020-11-24,32.961404562051484
2020-11-25,27.382331699091083
2020-11-26,23.307265884400294
2020-11-27,24.36715246220183
2020-11-28,14.395547096281462
2020-11-29,5.144862872075464
2020-11-30,19.3838681402558
2020-12-01,28.29347496784294
