id,name,2020-03-02,2020-03-09,2020-03-16,2020-03-23,2020-03-30,2020-04-06,2020-04-13,2020-04-20,2020-04-27,2020-05-04,2020-05-11,2020-05-18,2020-05-25,2020-06-01,2020-06-08,2020-06-15,2020-06-22,2020-06-29,2020-07-06,2020-07-13,2020-07-20,2020-07-27,2020-08-03,2020-08-10,2020-08-17,2020-08-24,2020-08-31,2020-09-07,2020-09-14,2020-09-21,2020-09-28,2020-10-05,2020-10-12,2020-10-19
0,no_layer,1,0.553152362490978,0.204711004675959,0.131382841987257,0.122944960686204,0.156675384587176,0.227050243040038,0.271787086353406,0.349879478464328,0.417679929828733,0.518419522413838,0.616487085539707,0.76493182047918,0.875802781219547,1.04614060053412,1.10700262424762,1.08512578974727,1.06324895524692,1.0562840932178,1.0401038888765,1.0239236845352,1.02763808324111,1.02077043878226,1.01390279432342,1.05735663403793,1.05382247217344,1.05028831030895,1.06233977342841,1.01497704217234,0.979567163947572,0.944624378609258,0.889786136917631,0.752535354871764,0.637690636423625
1,family_inside,1,0.787042165345488,0.414426622735502,0.37844113598173,0.503875968992248,0.506478415319296,0.602755813572424,0.609217983944184,0.675763174625551,0.705918904449139,0.776052776585248,0.825406000736682,0.923366610095015,0.959534040973062,1.04614060053412,1.10700262424762,1.08512578974727,1.06324895524692,1.0562840932178,1.0401038888765,1.0239236845352,1.02763808324111,1.02077043878226,1.01390279432342,1.05735663403793,1.05382247217344,1.05028831030895,1.06233977342841,1.01497704217234,0.979567163947572,0.944624378609258,0.889786136917631,0.752535354871764,0.637690636423625
2,family_in_house,1,0.787042165345488,0.414426622735502,0.37844113598173,0.503875968992248,0.506478415319296,0.602755813572424,0.609217983944184,0.675763174625551,0.705918904449139,0.776052776585248,0.825406000736682,0.923366610095015,0.959534040973062,1.04614060053412,1.10700262424762,1.08512578974727,1.06324895524692,1.0562840932178,1.0401038888765,1.0239236845352,1.02763808324111,1.02077043878226,1.01390279432342,1.05735663403793,1.05382247217344,1.05028831030895,1.06233977342841,1.01497704217234,0.979567163947572,0.944624378609258,0.889786136917631,0.752535354871764,0.637690636423625
3,family_visitsors_to_visited,1,0.706780183951732,0.541317498888654,0.404792182810325,0.44273127753304,0.466807669150207,0.577346340476467,0.613925352791424,0.743276446633359,0.813683778892447,0.909536865614951,0.893914120474332,1.07099578848139,1.04619806076891,1.19513346545323,1.16371467337116,1.18921450248526,1.21471433159936,1.10612372949587,1.1258657891228,1.14560784874974,1.04998531469966,1.10446402719496,1.15894273969026,1.07388225043019,1.08798687692893,1.10209150342767,1.04058861927628,1.05026310541323,1.0036241180921,1.0332715698204,0.884780350017518,0.986856454782047,0.775476979458301
4,nursary_children_inclass,1,0.363461605702716,0.0883829978631581,0.0372717650598587,0.0229174245180065,0.0429331831210791,0.0754989463601388,0.101741251002913,0.141956170491312,0.179666520077527,0.233134003969012,0.287098295303241,0.366430297424977,0.429426723744353,0.52307030026706,0.55350131212381,0.542562894873635,0.53162447762346,0.5281420466089,0.52005194443825,0.5119618422676,0.513819041620555,0.510385219391132,0.50695139716171,0.528678317018965,0.526911236086719,0.525144155154474,0.531169886714206,0.50748852108617,0.489783581973786,0.472312189304629,0.444893068458816,0.376267677435882,0.318845318211812
5,nursary_teachers_to_children,1,0.363461605702716,0.0883829978631581,0.0372717650598587,0.0229174245180065,0.0429331831210791,0.0754989463601388,0.101741251002913,0.141956170491312,0.179666520077527,0.233134003969012,0.287098295303241,0.366430297424977,0.429426723744353,0.52307030026706,0.55350131212381,0.542562894873635,0.53162447762346,0.5281420466089,0.52005194443825,0.5119618422676,0.513819041620555,0.510385219391132,0.50695139716171,0.528678317018965,0.526911236086719,0.525144155154474,0.531169886714206,0.50748852108617,0.489783581973786,0.472312189304629,0.444893068458816,0.376267677435882,0.318845318211812
6,lower_elementary_children_inclass,1,0.363461605702716,0.0883829978631581,0.0372717650598587,0.0229174245180065,0.0341777959235858,0.0543405893138648,0.069164905650262,0.0930159780303698,0.114736280890193,0.146080255401572,0.177286536886996,0.223670855557009,0.259670997358942,0.313842180160236,0.332100787274286,0.325537736924181,0.318974686574076,0.31688522796534,0.31203116666295,0.30717710536056,0.308291424972333,0.306231131634679,0.304170838297026,0.317206990211379,0.316146741652032,0.315086493092685,0.318701932028523,0.304493112651702,0.293870149184272,0.283387313582777,0.266935841075289,0.225760606461529,0.191307190927088
7,lower_elementary_teachers_to_children,1,0.363461605702716,0.0883829978631581,0.0372717650598587,0.0229174245180065,0.0341777959235858,0.0543405893138648,0.069164905650262,0.0930159780303698,0.114736280890193,0.146080255401572,0.177286536886996,0.223670855557009,0.259670997358942,0.313842180160236,0.332100787274286,0.325537736924181,0.318974686574076,0.31688522796534,0.31203116666295,0.30717710536056,0.308291424972333,0.306231131634679,0.304170838297026,0.317206990211379,0.316146741652032,0.315086493092685,0.318701932028523,0.304493112651702,0.293870149184272,0.283387313582777,0.266935841075289,0.225760606461529,0.191307190927088
8,higher_elementary_children_inclass,1,0.363461605702716,0.0883829978631581,0.0372717650598587,0.0229174245180065,0.0341777959235858,0.0543405893138648,0.069164905650262,0.0930159780303698,0.114736280890193,0.146080255401572,0.177286536886996,0.223670855557009,0.259670997358942,0.313842180160236,0.332100787274286,0.325537736924181,0.318974686574076,0.31688522796534,0.31203116666295,0.30717710536056,0.308291424972333,0.306231131634679,0.304170838297026,0.317206990211379,0.316146741652032,0.315086493092685,0.318701932028523,0.304493112651702,0.293870149184272,0.283387313582777,0.266935841075289,0.225760606461529,0.191307190927088
9,higher_elementary_teachers_to_children,1,0.363461605702716,0.0883829978631581,0.0372717650598587,0.0229174245180065,0.0341777959235858,0.0543405893138648,0.069164905650262,0.0930159780303698,0.114736280890193,0.146080255401572,0.177286536886996,0.223670855557009,0.259670997358942,0.313842180160236,0.332100787274286,0.325537736924181,0.318974686574076,0.31688522796534,0.31203116666295,0.30717710536056,0.308291424972333,0.306231131634679,0.304170838297026,0.317206990211379,0.316146741652032,0.315086493092685,0.318701932028523,0.304493112651702,0.293870149184272,0.283387313582777,0.266935841075289,0.225760606461529,0.191307190927088
10,highschool_children_inclass,1,0.363461605702716,0.0883829978631581,0.0372717650598587,0.0229174245180065,0.0341777959235858,0.0543405893138648,0.069164905650262,0.0930159780303698,0.114736280890193,0.146080255401572,0.177286536886996,0.223670855557009,0.259670997358942,0.313842180160236,0.332100787274286,0.325537736924181,0.318974686574076,0.31688522796534,0.31203116666295,0.30717710536056,0.308291424972333,0.306231131634679,0.304170838297026,0.317206990211379,0.316146741652032,0.315086493092685,0.318701932028523,0.304493112651702,0.293870149184272,0.283387313582777,0.266935841075289,0.225760606461529,0.191307190927088
11,highschool_teachers_to_children,1,0.363461605702716,0.0883829978631581,0.0372717650598587,0.0229174245180065,0.0341777959235858,0.0543405893138648,0.069164905650262,0.0930159780303698,0.114736280890193,0.146080255401572,0.177286536886996,0.223670855557009,0.259670997358942,0.313842180160236,0.332100787274286,0.325537736924181,0.318974686574076,0.31688522796534,0.31203116666295,0.30717710536056,0.308291424972333,0.306231131634679,0.304170838297026,0.317206990211379,0.316146741652032,0.315086493092685,0.318701932028523,0.304493112651702,0.293870149184272,0.283387313582777,0.266935841075289,0.225760606461529,0.191307190927088
12,nursary_children_coridors,1,0.39553331777087,0.104668931544437,0.0480345309052188,0.0321413367390379,0.042647971309076,0.0634379721154221,0.0773355006193663,0.100906967585206,0.121715736336473,0.15231862001322,0.182345326255862,0.227507215843541,0.261698476806093,0.313842180160236,0.332100787274286,0.325537736924181,0.318974686574076,0.31688522796534,0.31203116666295,0.30717710536056,0.308291424972333,0.306231131634679,0.304170838297026,0.317206990211379,0.316146741652032,0.315086493092685,0.318701932028523,0.304493112651702,0.293870149184272,0.283387313582777,0.266935841075289,0.225760606461529,0.191307190927088
