layer,sublayer,vertex1,vertex2,probability,intensity
1,0,1593,1495,0.4,0.031870115278543
1,0,1593,1497,1.0,0.031870115278543
1,0,1593,1507,0.1,0.031870115278543
1,0,1593,1509,0.1,0.031870115278543
1,0,1593,1514,1.0,0.05396079582798552
1,0,1593,1520,0.1,0.031870115278543
1,0,1593,1522,1.0,0.031870115278543
1,0,1593,1531,1.0,0.05396079582798552
1,0,1593,1538,1.0,0.05396079582798552
1,0,1593,1539,0.1,0.031870115278543
1,0,1593,1541,1.0,0.031870115278543
1,0,1593,1557,0.1,0.031870115278543
1,0,1593,1558,1.0,0.05396079582798552
1,0,1593,1563,0.4,0.031870115278543
1,0,1593,1575,1.0,0.031870115278543
1,0,1593,1576,0.1,0.031870115278543
1,0,1593,1583,1.0,0.031870115278543
1,0,1593,1617,0.4,0.031870115278543
1,0,1593,1618,0.4,0.031870115278543
1,0,1557,1490,0.1,0.031870115278543
1,0,1557,1495,0.1,0.031870115278543
1,0,1557,1497,1.0,0.031870115278543
1,0,1557,1506,0.1,0.031870115278543
1,0,1557,1507,0.1,0.031870115278543
1,0,1557,1509,1.0,0.05396079582798552
1,0,1557,1514,0.4,0.031870115278543
1,0,1557,1519,1.0,0.05396079582798552
1,0,1557,1520,1.0,0.031870115278543
1,0,1557,1522,1.0,0.05396079582798552
1,0,1557,1531,0.1,0.031870115278543
1,0,1557,1538,1.0,0.031870115278543
1,0,1557,1539,0.1,0.031870115278543
1,0,1557,1541,0.1,0.031870115278543
1,0,1557,1558,0.1,0.031870115278543
1,0,1557,1563,0.1,0.031870115278543
1,0,1575,1557,1.0,0.031870115278543
1,0,1557,1576,0.1,0.031870115278543
1,0,1557,1583,1.0,0.031870115278543
1,0,1603,1557,1.0,0.05396079582798552
1,0,1557,1617,0.1,0.031870115278543
1,0,1557,1618,0.1,0.031870115278543
1,0,1539,1490,0.4,0.031870115278543
1,0,1539,1495,1.0,0.05396079582798552
1,0,1539,1497,1.0,0.031870115278543
1,0,1539,1506,1.0,0.031870115278543
1,0,1539,1507,0.1,0.031870115278543
1,0,1539,1519,1.0,0.05396079582798552
1,0,1539,1520,0.4,0.031870115278543
1,0,1539,1522,0.4,0.031870115278543
1,0,1539,1538,0.1,0.031870115278543
1,0,1539,1556,0.1,0.031870115278543
1,0,1539,1575,0.1,0.031870115278543
1,0,1583,1539,0.4,0.031870115278543
1,0,1539,1617,0.4,0.031870115278543
1,0,1539,1618,0.4,0.031870115278543
1,0,1603,1509,1.0,0.05396079582798552
1,0,1603,1522,1.0,0.05396079582798552
1,0,1603,1538,0.4,0.031870115278543
1,0,1603,1539,0.1,0.031870115278543
1,0,1603,1556,0.4,0.031870115278543
1,0,1603,1558,0.4,0.031870115278543
1,0,1603,1575,1.0,0.05396079582798552
1,0,1603,1576,1.0,0.05396079582798552
1,0,1603,1618,0.1,0.031870115278543
1,0,1514,1490,1.0,0.031870115278543
1,0,1514,1495,1.0,0.031870115278543
1,0,1514,1497,1.0,0.031870115278543
1,0,1514,1506,1.0,0.031870115278543
1,0,1514,1507,0.1,0.031870115278543
1,0,1514,1509,1.0,0.031870115278543
1,0,1514,1519,0.1,0.031870115278543
1,0,1520,1514,0.4,0.031870115278543
1,0,1522,1514,0.4,0.031870115278543
1,0,1531,1514,1.0,0.05396079582798552
1,0,1538,1514,0.4,0.031870115278543
1,0,1514,1539,1.0,0.031870115278543
1,0,1541,1514,0.1,0.031870115278543
1,0,1514,1556,0.1,0.031870115278543
1,0,1514,1558,1.0,0.031870115278543
1,0,1514,1563,1.0,0.05396079582798552
1,0,1575,1514,1.0,0.031870115278543
1,0,1514,1576,1.0,0.05396079582798552
1,0,1583,1514,1.0,0.05396079582798552
1,0,1514,1603,0.1,0.031870115278543
1,0,1514,1617,1.0,0.031870115278543
1,0,1514,1618,1.0,0.031870115278543
1,0,1497,1490,0.4,0.031870115278543
1,0,1506,1497,0.4,0.031870115278543
1,0,1497,1507,1.0,0.05396079582798552
1,0,1519,1497,1.0,0.05396079582798552
1,0,1520,1497,1.0,0.05396079582798552
1,0,1522,1497,0.1,0.031870115278543
1,0,1497,1531,0.1,0.031870115278543
1,0,1541,1497,0.1,0.031870115278543
1,0,1497,1558,0.4,0.031870115278543
1,0,1497,1575,0.1,0.031870115278543
1,0,1497,1576,0.1,0.031870115278543
