datum,kumulativni_pocet_I_d_prepocitano_Olomouc,kumulativni_pocet_vylecenych_prepocitano_Olomouc,kumulativni_pocet_umrti_prepocitano_Olomouc
2020-06-14,34.147527656114995,111.99433895606944,4.059496294782901
2020-06-15,34.625115455501216,111.99433895606944,4.059496294782901
2020-06-16,35.81908495396677,111.99433895606944,4.059496294782901
2020-06-17,35.81908495396677,112.23313285576256,4.298290194476013
2020-06-18,36.77426055273922,112.23313285576256,4.537084094169125
2020-06-19,37.013054452432335,112.23313285576256,4.537084094169125
2020-06-20,37.013054452432335,112.23313285576256,4.537084094169125
2020-06-21,37.013054452432335,112.23313285576256,4.537084094169125
2020-06-22,36.77426055273922,112.47192675545567,4.537084094169125
2020-06-23,35.81908495396677,113.90469015361434,4.537084094169125
2020-06-24,35.580291054273665,115.0986596520799,4.775877993862236
2020-06-25,33.66993985672877,117.24780474931792,4.775877993862236
2020-06-26,33.90873375642188,118.20298034809035,4.775877993862236
2020-06-27,33.90873375642188,118.20298034809035,4.775877993862236
2020-06-28,33.90873375642188,118.20298034809035,4.775877993862236
2020-06-29,33.66993985672877,119.39694984655593,4.775877993862236
2020-06-30,32.47597035826321,121.0685071444077,4.775877993862236
2020-07-01,25.78974116685608,128.23232413520105,4.775877993862236
2020-07-02,23.16300827023185,130.85905703182527,4.775877993862236
2020-07-03,23.640596069618073,130.85905703182527,4.775877993862236
2020-07-04,23.40180216992496,131.0978509315184,4.775877993862236
2020-07-05,23.40180216992496,131.0978509315184,4.775877993862236
2020-07-06,23.40180216992496,131.0978509315184,4.775877993862236
2020-07-07,23.16300827023185,131.33664483121152,4.775877993862236
2020-07-08,22.924214370538735,131.81423263059773,4.775877993862236
