T,masks
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.8733158323443921
21,0.8733158323443921
22,0.8733158323443921
23,0.8733158323443921
24,0.8733158323443921
25,0.8733158323443921
26,0.8733158323443921
27,0.8733158323443921
28,0.8733158323443921
29,0.8733158323443921
30,0.8733158323443921
31,0.8733158323443921
32,0.8733158323443921
33,0.8733158323443921
34,0.9561017533465809
35,0.9561017533465809
36,0.9561017533465809
37,0.9561017533465809
38,0.9561017533465809
39,0.9561017533465809
40,0.9561017533465809
41,0.9561017533465809
42,0.9561017533465809
43,0.9561017533465809
44,0.9561017533465809
45,0.9561017533465809
46,0.9561017533465809
47,0.9561017533465809
48,0.9462455280772281
49,0.9462455280772281
50,0.9462455280772281
51,0.9462455280772281
52,0.9462455280772281
53,0.9462455280772281
54,0.9462455280772281
55,0.9462455280772281
56,0.9462455280772281
57,0.9462455280772281
58,0.9462455280772281
59,0.9462455280772281
60,0.9462455280772281
61,0.9462455280772281
62,0.9462992537505759
63,0.9462992537505759
64,0.9462992537505759
65,0.9462992537505759
66,0.9462992537505759
67,0.9462992537505759
68,0.9462992537505759
69,0.9462992537505759
70,0.9462992537505759
71,0.9462992537505759
72,0.9462992537505759
73,0.9462992537505759
74,0.9462992537505759
75,0.9462992537505759
76,0.9374793605478141
77,0.9374793605478141
78,0.9374793605478141
79,0.9374793605478141
80,0.9374793605478141
81,0.9374793605478141
82,0.9374793605478141
83,0.9374793605478141
84,0.9374793605478141
85,0.9374793605478141
86,0.9374793605478141
87,0.9374793605478141
88,0.9374793605478141
89,0.9374793605478141
90,0.8841474287328801
91,0.8841474287328801
92,0.8841474287328801
93,0.8841474287328801
94,0.8841474287328801
95,0.8841474287328801
96,0.8841474287328801
97,0.8841474287328801
98,0.8841474287328801
99,0.8841474287328801
100,0.8841474287328801
101,0.8841474287328801
102,0.8841474287328801
103,0.8841474287328801
104,0.7719305901564508
105,0.7719305901564508
106,0.7719305901564508
107,0.7719305901564508
108,0.7719305901564508
109,0.7719305901564508
110,0.7719305901564508
111,0.7719305901564508
112,0.7719305901564508
113,0.7719305901564508
114,0.7719305901564508
115,0.7719305901564508
116,0.7719305901564508
117,0.7719305901564508
118,0.712500139779636
119,0.712500139779636
120,0.712500139779636
121,0.712500139779636
122,0.712500139779636
123,0.712500139779636
124,0.712500139779636
125,0.712500139779636
126,0.712500139779636
127,0.712500139779636
128,0.712500139779636
129,0.712500139779636
130,0.712500139779636
131,0.712500139779636
132,0.286480165368312
133,0.286480165368312
134,0.286480165368312
135,0.286480165368312
136,0.286480165368312
137,0.286480165368312
138,0.286480165368312
139,0.286480165368312
140,0.286480165368312
141,0.286480165368312
142,0.286480165368312
143,0.286480165368312
144,0.286480165368312
145,0.286480165368312
146,0.310196090197556
147,0.310196090197556
148,0.310196090197556
149,0.310196090197556
150,0.310196090197556
151,0.310196090197556
152,0.310196090197556
153,0.310196090197556
154,0.310196090197556
155,0.310196090197556
156,0.310196090197556
157,0.310196090197556
158,0.310196090197556
159,0.310196090197556
160,0.32908792590736796
161,0.32908792590736796
162,0.32908792590736796
163,0.32908792590736796
164,0.32908792590736796
165,0.32908792590736796
166,0.32908792590736796
167,0.32908792590736796
168,0.32908792590736796
169,0.32908792590736796
170,0.32908792590736796
171,0.32908792590736796
172,0.32908792590736796
173,0.32908792590736796
174,0.779179424201133
175,0.779179424201133
176,0.779179424201133
177,0.779179424201133
178,0.779179424201133
179,0.779179424201133
180,0.779179424201133
181,0.779179424201133
182,0.779179424201133
183,0.779179424201133
184,0.779179424201133
185,0.779179424201133
186,0.779179424201133
187,0.779179424201133
188,0.8223461124456809
189,0.8223461124456809
190,0.8223461124456809
191,0.8223461124456809
192,0.8223461124456809
193,0.8223461124456809
194,0.8223461124456809
195,0.8223461124456809
196,0.8223461124456809
197,0.8223461124456809
198,0.8223461124456809
199,0.8223461124456809
200,0.8223461124456809
201,0.8223461124456809
202,0.8599089725427701
203,0.8599089725427701
204,0.8599089725427701
205,0.8599089725427701
206,0.8599089725427701
207,0.8599089725427701
208,0.8599089725427701
209,0.8599089725427701
210,0.8599089725427701
211,0.8599089725427701
212,0.8599089725427701
213,0.8599089725427701
214,0.8599089725427701
215,0.8599089725427701
216,0.8862095617221222
217,0.8862095617221222
218,0.8862095617221222
219,0.8862095617221222
220,0.8862095617221222
221,0.8862095617221222
222,0.8862095617221222
223,0.8862095617221222
224,0.8862095617221222
225,0.8862095617221222
226,0.8862095617221222
227,0.8862095617221222
228,0.8862095617221222
229,0.8862095617221222
230,0.8862095617221222
231,0.8862095617221222
232,0.8862095617221222
233,0.8862095617221222
234,0.8862095617221222
235,0.8862095617221222
236,0.8862095617221222
237,0.8862095617221222
238,0.8862095617221222
239,0.8862095617221222
240,0.8862095617221222
241,0.8862095617221222
242,0.8862095617221222
243,0.8862095617221222
244,0.8862095617221222
245,0.8862095617221222
246,0.8862095617221222
247,0.8862095617221222
248,0.8862095617221222
249,0.8862095617221222
250,0.8862095617221222
251,0.8862095617221222
252,0.8862095617221222
253,0.8862095617221222
254,0.8862095617221222
255,0.8862095617221222
256,0.8862095617221222
257,0.8862095617221222
258,0.8862095617221222
259,0.8862095617221222
260,0.8862095617221222
261,0.8862095617221222
262,0.8862095617221222
263,0.8862095617221222
264,0.8862095617221222
265,0.8862095617221222
266,0.8862095617221222
267,0.8862095617221222
268,0.8862095617221222
269,0.8862095617221222
270,0.8862095617221222
271,0.8862095617221222
272,0.8862095617221222
273,0.8862095617221222
274,0.8862095617221222
275,0.8862095617221222
276,0.8862095617221222
277,0.8862095617221222
278,0.8862095617221222
279,0.8862095617221222
280,0.8862095617221222
281,0.8862095617221222
282,0.8862095617221222
283,0.8862095617221222
284,0.8862095617221222
285,0.8862095617221222
286,0.8862095617221222
287,0.8862095617221222
288,0.8862095617221222
289,0.8862095617221222
290,0.8862095617221222
291,0.8862095617221222
292,0.8862095617221222
293,0.8862095617221222
294,0.8862095617221222
295,0.8862095617221222
296,0.8862095617221222
297,0.8862095617221222
298,0.8862095617221222
299,0.8862095617221222
300,0.8862095617221222
301,0.8862095617221222
302,0.8862095617221222
303,0.8862095617221222         
