id,name,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0,no_layer,0.20453923234194,0.20453923234194,0.20453923234194,0.20453923234194,0.20453923234194,0.20453923234194,0.20453923234194,0.20453923234194,0.20453923234194,0.20453923234194,0.20453923234194,0.20453923234194,0.20453923234194,0.20453923234194,0.20453923234194,0.20453923234194,0.20453923234194
1,family_inside,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,family_in_house,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,family_visitsors_to_visited,0.541234681652391,0.541234681652391,0.541234681652391,0.541234681652391,0.541234681652391,0.541234681652391,0.541234681652391,0.541234681652391,0.541234681652391,0.541234681652391,0.541234681652391,0.541234681652391,0.541234681652391,0.541234681652391,0.541234681652391,0.541234681652391,0.541234681652391
4,nursary_children_inclass,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221
5,nursary_teachers_to_children,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221
6,lower_elementary_children_inclass,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221
7,lower_elementary_teachers_to_children,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221
8,higher_elementary_children_inclass,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221
9,higher_elementary_teachers_to_children,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221
10,highschool_children_inclass,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221
11,highschool_teachers_to_children,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221,0.0883088359789221
12,nursary_children_coridors,0.104581104186552,0.104581104186552,0.104581104186552,0.104581104186552,0.104581104186552,0.104581104186552,0.104581104186552,0.104581104186552,0.104581104186552,0.104581104186552,0.104581104186552,0.104581104186552,0.104581104186552,0.104581104186552,0.104581104186552,0.104581104186552,0.104581104186552
