id,name,6,12,20,27,34,41,48,55,62,69,76,83,95,97
0,no_layer,1,0.552776972649711,0.20453923234194,0.131311328051087,0.122944960686204,0.125349752093269,0.151351559182161,0.155409644681583,0.174798275401045,0.18577013619578,0.196916344367527,0.202823834698553,0.219049741474437,0.22562123371867
1,family_inside,1,0.786508049153361,0.414078878712753,0.378235143975213,0.503875968992248,0.513731733666914,0.620297189211729,0.636928792100225,0.716390894789712,0.761357821117871,0.807039290384943,0.831250469096492,0.897750506624211,0.924683021822937
2,family_in_house,1,0.786508049153361,0.414078878712753,0.378235143975213,0.503875968992248,0.513731733666914,0.620297189211729,0.636928792100225,0.716390894789712,0.761357821117871,0.807039290384943,0.831250469096492,0.897750506624211,0.924683021822937
3,family_visitsors_to_visited,1,0.706867330446006,0.541234681652391,0.403926841986468,0.44273127753304,0.44384087973237,0.522622635884867,0.531499453479514,0.614719618429334,0.646898082209931,0.646898082209931,0.646898082209931,0.646898082209931,0.646898082209931
4,nursary_children_inclass,1,0.363214947089785,0.0883088359789221,0.0372514773983411,0.0229174245180065,0.0233656871002658,0.0282125262709444,0.028968969378507,0.0325830864479725,0.0346282844795306,0.0367059815483024,0.0378071609947515,0.0408317338743316,0.0420566858905616
5,nursary_teachers_to_children,1,0.363214947089785,0.0883088359789221,0.0372514773983411,0.0229174245180065,0.0233656871002658,0.0282125262709444,0.028968969378507,0.0325830864479725,0.0346282844795306,0.0367059815483024,0.0378071609947515,0.0408317338743316,0.0420566858905616
6,lower_elementary_children_inclass,1,0.363214947089785,0.0883088359789221,0.0372514773983411,0.0229174245180065,0.0233656871002658,0.0282125262709444,0.028968969378507,0.0325830864479725,0.0346282844795306,0.0367059815483024,0.0378071609947515,0.0408317338743316,0.0420566858905616
7,lower_elementary_teachers_to_children,1,0.363214947089785,0.0883088359789221,0.0372514773983411,0.0229174245180065,0.0233656871002658,0.0282125262709444,0.028968969378507,0.0325830864479725,0.0346282844795306,0.0367059815483024,0.0378071609947515,0.0408317338743316,0.0420566858905616
8,higher_elementary_children_inclass,1,0.363214947089785,0.0883088359789221,0.0372514773983411,0.0229174245180065,0.0233656871002658,0.0282125262709444,0.028968969378507,0.0325830864479725,0.0346282844795306,0.0367059815483024,0.0378071609947515,0.0408317338743316,0.0420566858905616
