zuj,orp,cnt,x,y,name
597414,7110,191,1095728.69434555,539843.3062303665,Huzová
545261,3102,404,1171247.8571534646,764620.3474504953,Vrábče
568821,6102,174,1093660.6567241373,669500.3210919537,Kámen
575232,5309,204,1065078.1223039213,638638.5119117647,Kostěnice
512877,7101,137,1138633.0956204385,515063.3473722629,Býškovice
560804,3215,122,1060429.8564754098,872553.3527049177,Částkov
586790,6210,458,1180097.4837554565,574110.4279257638,Žarošice
555533,4103,447,1007275.2312527961,846594.4771588366,Sadov
562254,3108,100,1133742.1123999998,767425.4280000003,Paseky
581836,6201,109,1142357.871559633,578593.3684403666,Kulířov
513130,2109,103,1037216.7057281553,761721.8431067962,Dolany
570672,5205,506,1036961.16381423,641620.3394664031,Předměřice nad Labem
531987,2114,46,1006363.1473913043,732001.0191304348,Dolní Zimoř
554138,3202,444,1095006.0971846832,868066.6365315311,Postřekov
565849,4208,713,988936.2668723707,767196.1507994392,Velemín
573311,5204,346,1019715.655809249,661177.8006358377,Podhorní Újezd a Vojice
584070,6217,61,1143630.2090163934,614442.3785245899,Úsuší
541591,2123,383,1094395.5737597898,753236.593159269,Vysoký Chlumec
555088,8108,10728,1108167.7918102143,459910.64762956573,Havířov
598798,8119,2147,1107758.6356823484,464153.3480018634,Šenov
548006,5314,34,1064792.9941176467,616963.1094117647,Bošín
554201,3204,75,1081861.6412000002,855917.820666667,Semněvice
599352,8116,1504,1112099.439634311,498794.90631648985,Fulnek
590673,6113,641,1166172.5097347882,638864.9406552252,Hrotovice
554944,7107,219,1121439.633607306,536424.3326027397,Mrsklesy
549827,3108,199,1133532.5209547721,778769.6672361806,Ražice
536334,2115,71,1019212.5266197188,703269.696056338,Němčice
542628,4207,599,1007004.6798664443,779262.5466611016,Černčice
521531,7101,303,1139780.7587788778,511985.9693399337,Všechovice
534323,2112,286,1078771.840944055,700344.8006643358,Petrovice II
565318,4211,851,1009605.540575793,761534.8514571098,Mšené-lázně
505609,7107,1089,1121990.7902662978,539107.6141597795,Velká Bystřice
534170,2112,397,1074406.290730479,709153.5888413097,Ledečko
557129,3214,276,1135507.2111594211,812482.0149637677,Strašín
547646,5209,687,1017461.0263027647,612606.196375546,Velké Poříčí
546372,3210,126,1090371.6900000002,841519.5156349207,Buková
563668,5108,922,977611.5593926237,667099.8828524951,Kořenov
532479,2124,110,1016088.9549999998,758166.3737272731,Kmetiněves
532681,2109,300,1027914.2819333327,751559.9616666664,Otvovice
584665,6204,1036,1207194.859411198,573024.0822683406,Moravská Nová Ves
547701,5211,53,1029109.9943396228,613867.5535849056,Libchyně
599956,8105,673,1130858.535601783,477565.2012184249,Tichá
594521,6220,54,1184480.7464814815,638957.2400000003,Němčičky
507105,8117,274,1081246.727080292,488563.6619708029,Hněvošice
573841,5207,68,1028466.4126470591,676254.8689705882,Židovice
538116,4103,314,1004447.9942038209,852226.240286624,Děpoltovice
563064,4203,181,984739.9038121547,818337.599668508,Hora Svatého Šebestiána
548740,6109,68,1115469.3141176472,705303.9860294122,Samšín
592102,7207,1201,1178157.7925645278,546937.0992422989,Buchlovice
507458,8121,245,1131138.9382448976,444266.1448163264,Košařiska
572195,5312,40,1111562.8762499997,595653.2355000001,Želivsko
535516,2116,256,1002205.045117187,693711.5152343753,Boseň
538051,2103,953,1030720.07098636,737057.7622770199,Bašť
591629,6113,486,1170922.9638683135,635945.1152263378,Rouchovany
574210,5209,548,1013794.4575729918,606284.6406569339,Machov
553514,3204,133,1090516.6252631575,844784.619548872,Čermná
534986,2103,357,1028390.6258823529,723724.038851541,Lhota
569933,5205,70,1032641.8030000003,647287.6764285716,Čistěves
566969,3206,167,1046763.0044311379,813259.610958084,Výrov
566683,3214,88,1129754.1276136364,814603.0957954546,Dražovice
537594,6110,87,1129000.1377011493,703223.5977011494,Střítež
571211,2105,450,1062832.2533111095,751197.266333333,Klínec
562157,3108,68,1104244.901029412,777581.4248529412,Nerestce
529567,2101,687,1069727.3076710338,724871.3470596792,Čtyřkoly
574741,5309,130,1063035.8030769222,656921.2973076924,Bezděkov
550965,3117,195,1144404.094307692,770603.5051794872,Číčenice
594580,6220,162,1185459.3967283953,658310.9675308644,Onšov
592994,6205,347,1163608.6074351582,573764.4737175794,Dražovice
564702,2106,97,1053212.203402062,718304.787525773,Masojedy
535591,3102,101,1166838.1039603956,745711.9513861384,Zvíkov
569488,6104,269,1093307.7821189584,649657.0541263939,Slavíkov
554421,3204,74,1079385.7105405407,863213.1916216217,Vidice
594440,6220,85,1188745.1276470583,651056.4504705882,Milíčovice
536997,2115,159,1012646.9288050317,697394.1162893086,Židněves
579360,4107,96,1014165.7137500001,864599.2294791673,Těšovice
578924,3206,70,1034106.0792857147,814714.8219999998,Velečín
596850,6114,43,1137892.5681395344,633728.0520930233,Sviny
592668,7207,90,1176790.9874444436,525536.8151111112,Svárov
505293,7112,617,1095667.1948784445,557113.3958346841,Troubelice
559172,3208,908,1061011.7096365641,836317.5801651977,Líšťany
531766,2102,170,1060814.6482941168,778875.4220588238,Stašov
548910,5207,50,1011423.9075999999,674867.4874000001,Ohaveč
598526,2121,473,1045241.9775264269,782888.8853699785,Roztoky
532151,2101,74,1076596.6586486495,712561.4267567567,Drahňovice
582859,6221,742,1176622.6463342316,596932.1748247977,Blučina
594121,6220,194,1174559.9729381446,651966.4203608249,Hostim
565636,2115,104,1010463.1147115385,689216.6503846154,Rohatsko
572870,5309,315,1055436.2056825403,644570.423396825,Němčice
571237,5304,109,1073639.2011009178,666175.5211926607,Bousov
589365,7108,203,1138810.700098522,554379.794039409,Čehovice
570907,5205,90,1029937.553888889,648987.1317777778,Sovětice
536431,2115,147,1013353.0302721084,691787.6146258503,Petkovy
531022,2125,209,1092459.7708133957,709289.1430143538,Zdislavice
511587,4107,188,1009750.6363829785,870810.621861702,Josefov
563501,4203,566,984690.559222615,803687.8040459361,Vysoká Pec
586706,6210,738,1192914.1303929535,559732.7760298117,Vacenovice
588504,7201,139,1149889.421438849,521194.94381294993,Chomýž
563072,4203,130,1000397.2896153848,803117.1191538464,Hrušovany
592889,6219,5662,1153633.47554575,569640.5128064307,Vyškov
579581,5214,666,988449.4739039035,640565.6370870861,Pec pod Sněžkou
598038,8106,1249,1116266.9357405927,476077.69687750196,Brušperk
542008,2121,107,1039921.841121495,788372.5146728968,Lašovice
561002,3215,173,1059325.3888439296,882114.465722543,Lesná
573191,5205,136,1031349.2649264708,649619.3595588235,Sadová
558770,3206,211,1055766.7719905213,812724.9881042659,Dobříč
535133,2117,548,1020744.9517700722,735762.5364963508,Obříství
550019,6220,71,1187358.0877464795,653298.6814084506,Vracovice
553620,3204,147,1089809.9299999992,847562.5112244897,Hlohová
576123,5208,259,1044426.6055598455,623658.2571042472,Bolehošť
569755,8112,254,1117426.2833464572,479393.91551181115,Trnávka
535222,2117,1145,1025133.5928296943,730419.0231877727,Tišice
574597,5203,103,1024635.4358252424,642419.5250485439,Vilantice
575127,5311,74,1063782.482972973,660179.3594594594,Jedousov
568686,8112,320,1117130.62025,483172.42456249986,Mošnov
533271,2106,1939,1048656.0409231668,711875.5021763798,Český Brod
564338,2107,260,1083593.7874230773,757031.1757692304,Županovice
547468,3105,135,1148893.2568148142,696970.7665925921,Zahrádky
561223,3215,173,1057353.5574566468,876852.1879768785,Studánka
593052,6215,336,1170688.2750892858,586343.0424107142,Hostěrádky-Rešov
547760,6110,1024,1127523.9214746093,714436.4270214847,Černovice
535010,2109,155,1042134.8216774196,773846.2702580643,Běleč
596825,6101,437,1131268.8854919907,624650.6977803204,Strážek
593761,6220,38,1177309.847105263,653371.0294736844,Blanné
570231,5205,315,1045527.6737777782,651216.7172698411,Lhota pod Libčany
539902,2105,838,1060440.9462410498,745444.5000357999,Zvole
510980,6107,125,1152978.3162399996,632656.1443999999,Ocmanice
537306,2119,67,1043104.6970149254,683984.0262686566,Kolaje
580163,5305,247,1058305.5323481772,572949.8602024292,Dolní Morava
594393,6220,109,1191957.8137614678,653040.7789908259,Lukov
541214,7102,229,1034876.3180349345,555173.5308733626,Uhelná
575143,5309,167,1066529.0004191617,654027.2818562874,Jezbořice
542121,2121,390,1023585.9665128193,791245.3397692303,Mutějovice
574902,5309,148,1052022.2316216214,652389.0574999999,Dolany
538272,2103,1206,1043145.538391376,722584.776791045,Jirny
560901,3215,617,1046184.8730145857,864747.862220421,Chodová Planá
517534,7109,357,1136215.3168907561,529452.3426330537,Radslavice
592803,7208,221,1185408.0493212661,530478.1016742081,Veletiny
534269,2102,105,1062811.1334285715,767108.7257142856,Nesvačily
559245,3206,132,1052612.4139393938,824556.1794696968,Mrtník
562581,4212,1007,945015.545362461,718377.854001985,Jiříkov
549096,5207,84,1016597.2252380949,673001.9591666667,Staré Místo
523640,7109,228,1139737.6195175443,530582.4746929825,Želatovice
586609,6206,482,1201824.5321576758,554873.4701037349,Sudoměřice
544671,7212,209,1164924.6015311005,499268.9775598083,Prlov
547212,3105,265,1170085.15,699722.2341886788,Staré Město pod Landštejnem
567582,4213,319,976103.8052978056,781265.6765830722,Jeníkov
546020,3104,113,1164410.4160176981,673405.914424779,Budeč
591360,6113,150,1148942.7268666655,656896.3844666666,Petrovice
547603,6109,106,1111546.7933962261,709540.1182075473,Bratřice
593656,6219,214,1158713.6618691583,565477.8339252337,Vážany
587591,6112,327,1158178.5937308883,674629.1031804284,Nová Říše
549746,6217,514,1141894.5186964981,611155.6285603117,Předklášteří
538442,2103,1043,1032291.9407094927,735892.8494630876,Líbeznice
513202,2110,96,1054837.9553124993,701476.1709375001,Zalešany
509841,8117,328,1093129.3206707316,494484.0405487807,Raduň
564877,4205,602,997847.239833886,742907.8205149503,Hoštka
534838,2114,289,1011096.6833217986,721728.6894809685,Chorušice
562866,3110,87,1141110.2542528731,742259.3381609193,Mažice
566420,3206,172,1050145.6691279067,828716.9294186049,Líté
577049,5107,96,995221.1371874999,666438.5704166668,Bystrá nad Jizerou
589110,7203,86,1155589.7268604648,554075.3938372093,Uhřice
541931,3203,101,1109232.016633663,808950.5764356434,Kvášňovice
570761,2115,98,1018651.0086734693,690718.0816326533,Ujkovice
548634,6104,98,1095715.0556122446,651741.4546938777,Podmoklany
544655,7212,264,1166398.025643939,499843.07034090895,Pozděchov
546348,4202,202,961464.6136633668,736607.9168316831,Srbská Kamenice
598488,2123,241,1083065.7464315346,748885.8346473027,Radíč
567175,4206,724,980451.9525138127,797059.9437154686,Horní Jiřetín
568589,8116,174,1121089.5518965516,500711.0033333335,Mankovice
563986,3110,373,1134851.1154423577,734247.8673190349,Klenovice
569305,7111,197,1081228.7730964464,568883.4280203045,Chromeč
546542,3105,950,1147275.5156421068,725582.7438105274,Kardašova Řečice
552232,7107,250,1119328.09216,559159.11912,Loučany
572314,5304,102,1079847.8450980391,628288.8063725489,Střemošice
545066,3102,1058,1169290.4252930062,751760.835860114,Srubec
534137,2104,262,1071732.9533587778,681766.4166030536,Kluky
551201,3111,498,1126910.9887349391,797843.3587148589,Katovice
584878,6211,325,1207499.449507691,596713.4505538462,Sedlec
539368,2105,1605,1068472.589489101,740282.8147476627,Kamenný Přívoz
506486,4106,251,991313.4259362544,844113.0734661352,Boží Dar
540561,3209,313,1072395.2700958464,816188.5322364222,Letkov
564940,4208,199,1000813.0452763821,761263.3087939699,Chotěšov
572152,5302,190,1089244.80331579,637212.2550526317,Raná
571831,5302,639,1083370.6869170568,642497.1175743345,Miřetice
571181,5304,380,1081994.0801842096,663135.8002631578,Běstvina
562009,6110,238,1127794.1874369741,694930.5918487395,Rynárec
554413,3204,118,1078655.34177966,853871.8357627118,Velký Malahov
547492,6110,4994,1123406.470348418,695137.8990528674,Pelhřimov
538159,4106,222,1006035.1645495506,845546.7533783788,Hájek
598364,8106,231,1128113.3870562771,471692.85909090936,Lhotka
540625,2120,297,1085714.3446801342,786003.1630639732,Láz
576557,5202,118,1040574.7532203388,624268.6631355932,Očelice
555240,5301,200,1085146.1689000004,601410.7795,Semanín
591521,6113,42,1165640.2866666666,641514.7411904761,Račice
535745,2115,176,1014681.3376704546,690021.049261364,Domousnice
598046,8106,337,1115118.2358456976,463246.15721068275,Bruzovice
551341,3111,110,1139726.8315454535,790800.5031818182,Litochovice
550345,3109,125,1153796.1365600002,794613.4363200001,Lažiště
553107,8117,69,1086966.9933333336,512197.97695652157,Bratříkovice
532037,2101,135,1077334.5397037033,736657.557111111,Chrášťany
532312,2109,343,1040486.3962682217,767989.7363556848,Horní Bezděkov
546941,6220,836,1194566.152105264,640504.006686602,Dobšice
572454,5304,202,1076410.1649999998,657027.9072277229,Vápenný Podol
533963,2108,64,1066562.7656250005,771526.3618750001,Skřipel
587524,6105,71,1128441.7577464783,683333.7523943661,Milíčov
549100,5207,99,1010176.7362626262,672794.4204040403,Brada-Rybníček
565202,2121,63,1045823.7563492064,790173.323809524,Hracholusky
563641,5110,501,991128.2094211566,678573.6017365265,Koberovy
542482,4211,121,1001178.371157025,744408.1105785118,Záluží
574350,5211,443,1025226.7797968389,619046.4632957109,Provodov-Šonov
563901,5105,458,985737.9374454152,691232.3106986901,Bílá
582506,6202,72,1125969.366111111,606336.7530555555,Tasovice
557749,3207,141,1108653.2468794314,800839.0839007095,Hradiště
548332,6109,409,1105940.9095843507,710330.8215158918,Lukavec
538132,2103,2716,1037984.6602687794,717576.7303534619,Čelákovice
533688,7111,214,1085324.9859813082,561821.3962149536,Dlouhomilov
593397,6219,421,1157064.5589311165,575513.5467933486,Nemojany
561215,3213,2173,1064720.8794753815,849048.092774966,Stříbro
537101,2119,136,1045653.2303676467,682170.7045588233,Dobšice
554464,3202,437,1099943.1833180774,854056.6506178485,Zahořany
513890,5101,83,992201.0820481929,721927.9667469879,Skalka u Doks
560855,3213,340,1060936.751470589,843185.2539999997,Erpužice
551848,8114,146,1051862.7199315063,526094.6246575342,Petrovice
505862,7110,149,1106665.9600671139,550258.2659731546,Žerotín
555380,4103,1981,999502.3773296335,858247.9545482096,Nejdek
572519,5308,204,1112212.5091666675,581752.5287745099,Biskupice
555738,4106,254,1004534.293385827,838039.0430314962,Vojkovice
575828,5303,147,1067710.3019047615,628508.4433333332,Trusnov
592986,6205,126,1168178.0373015872,562246.1328571428,Dobročkovice
573086,5204,124,1025673.93483871,659765.8775000002,Lískovice
582085,6202,190,1133547.569210526,587253.4204736843,Němčice
579769,5203,287,1016221.166933797,646784.2987804877,Třebihošť
570273,5205,132,1034778.4275000002,630834.9746212122,Libřice
573035,5311,82,1062374.2419512197,668436.0698780486,Morašice
532690,2125,72,1086288.1727777778,713421.7250000001,Ctiboř
575844,5311,228,1067961.4342105258,663374.4116666667,Turkovice
538809,2122,991,1060526.280302725,727420.6141372344,Strančice
539937,3210,129,1096187.8210077516,822413.3172868219,Skašov
561843,6103,60,1117545.1834999998,684087.0451666667,Staré Bříště
532088,2124,172,1020155.378895349,761707.7618604647,Beřovice
586218,6218,364,1204820.7780219782,534390.0422802196,Javorník
595021,6220,489,1188747.3834151328,641471.7392842534,Únanov
532509,2125,41,1099852.1741463414,691780.1358536584,Šetějovice
589055,7203,63,1163293.936031746,538729.6417460315,Sulimov
532371,2109,790,1035145.5506202531,760600.4882151899,Hřebeč
583090,6209,137,1153646.6860583946,610659.9940145985,Hvozdec
567051,4209,102,996693.4347058823,783578.2379411766,Bělušice
568937,6102,75,1105490.9437333331,659406.3150666665,Krátká Ves
564974,2103,1194,1036248.8745142365,718547.9633584592,Káraný
573540,5207,183,1014698.7068852459,678617.7692349729,Střevač
531014,2104,50,1073260.1619999998,680611.8882,Vodranty
563838,5108,712,981698.2627387632,671233.2212078645,Velké Hamry
542784,7212,864,1159820.7939120363,488106.6936458336,Huslenky
583294,6214,146,1150259.3755479455,619084.4463013699,Lesní Hluboké
576859,5208,1591,1050270.4709742328,624566.1121244492,Týniště nad Orlicí
522775,7101,112,1134774.6095535713,506673.51642857154,Zámrsky
576069,5213,2228,1051000.93506284,609861.7254578094,Rychnov nad Kněžnou
595837,6217,113,1138414.8224778753,614213.5405309731,Kaly
547093,7110,58,1098649.429137931,542419.5775862068,Mutkov
563536,5103,407,972230.9888943486,681577.2414742016,Bedřichov
590410,6106,152,1168447.5274342105,669055.2520394739,Budkov
539503,2105,862,1058574.8699187925,744997.7206380506,Ohrobec
549860,3108,302,1126153.3884437077,760793.2280794699,Slabčice
547204,3104,298,1170625.237281878,684421.8723825496,Staré Hobzí
573531,5205,54,1043198.5433333332,655978.9983333333,Puchlovice
596507,6108,28,1123570.7953571428,628265.9196428572,Račice
540684,7102,326,1046607.4652147236,539335.5781595097,Písečná
570648,5212,257,1036988.1833073926,660390.8382101165,Prasek
575089,5303,267,1054004.4874157307,635110.1426217228,Chvojenec
587401,6105,308,1132861.5123376616,676527.0530519477,Kostelec
580015,5305,1025,1068540.3559902431,577992.7623609757,Červená Voda
552429,7107,85,1124730.6725882355,538051.9654117648,Svésedlice
530581,4216,105,1009434.1818095238,805378.5323809524,Čeradice
561193,3215,139,1074925.3207913658,860644.8946762589,Staré Sedlo
510432,8109,464,1091607.4354094819,470740.946400862,Šilheřovice
534960,2103,145,1029063.5575862065,725888.9851724138,Křenek
552470,3112,275,1130668.846472725,723901.7279272722,Choustník
544809,3113,332,1183954.4499397567,753830.9130421681,Ločenice
594016,6220,89,1178464.6941573038,653244.04247191,Grešlové Mýto
546798,3105,1624,1166787.667974141,708631.6264963058,Nová Bystřice
564958,4208,94,987974.4523404255,765547.0372340425,Chotiměř
565920,2115,59,1006705.3454237286,714972.9713559321,Sudoměř
536041,2116,1059,1005155.0378753539,692499.8943248339,Kněžmost
508128,8109,647,1093090.2915919623,473288.35598145286,Markvartovice
586544,6210,182,1188569.0743406594,561120.5454395604,Skoronice
566764,3208,36,1047459.1558333333,843091.8838888888,Blažim
576841,5208,126,1053953.7791269838,612770.4654761903,Tutleky
542571,4207,426,1009773.051596244,782029.1427699529,Cítoliby
546437,4209,51,997441.2880392161,788930.4001960781,Volevčice
581330,6202,299,1127277.371672241,582461.8557190631,Benešov
593141,6215,322,1174255.4511801244,579210.4251863351,Kobeřice u Brna
538752,2122,787,1067284.761385007,724178.539072427,Senohraby
553182,3110,139,1144514.7723741003,740812.8076978415,Sviny
535052,2114,761,1005857.7994086723,722778.2887516426,Mšeno
546445,3104,121,1161640.9469421487,679258.8101652894,Hříšice
532142,2109,582,1040772.692628867,770776.1312199315,Bratronice
567345,4209,171,990451.7063157891,786781.79374269,Patokryje
532096,2125,60,1097099.245,706718.5603333333,Borovnice
589870,7108,285,1122455.668245615,564939.487052632,Pěnčín
586081,6210,1446,1190349.3971231005,552242.730172891,Bzenec
531031,2125,175,1100820.0238285703,720249.024628571,Kamberk
589756,7108,624,1148988.000560897,553130.2600320515,Němčice nad Hanou
562645,4202,515,964146.7378834947,724418.199262135,Kytlice
553913,3204,462,1091766.663398267,860784.84064935,Meclov
579114,5215,492,995302.8489227641,644270.925223577,Černý Důl
597180,8103,1719,1079354.864293193,527662.8857766145,Bruntál
583430,6209,401,1149031.509276807,604664.0003990025,Moravské Knínice
513423,2110,162,1060289.6003086416,689806.5432098766,Pašinka
586137,6206,1032,1201127.4557267444,571648.4055813957,Dolní Bojanovice
570133,5205,212,1041867.592264151,628846.5454716983,Jeníkovice
550191,6205,114,1167025.629122807,564278.1087719296,Uhřice
577375,5104,217,1004538.0335944699,658133.2048387098,Levínská Olešnice
568856,6104,190,1085549.3226315777,657919.1435789469,Klokočov
545848,3103,714,1203816.7451540618,773105.0623949579,Vyšší Brod
531898,2114,223,1013116.9809417038,729237.4665470849,Lhotka
573337,5207,154,1012224.8453246753,664882.2193506495,Dřevěnice
585874,7211,129,1165844.3024031008,503850.11007751955,Ublo
544965,3102,82,1159063.4165853658,769179.3735365854,Radošovice
517585,7101,141,1135985.3763120568,515568.93092198594,Rakov
551694,8120,123,1085204.8581300809,536039.1830081299,Velká Štáhle
562360,3114,181,1188500.8660220986,725476.4298342541,Nová Ves nad Lužnicí
540978,7111,1005,1075663.1352935326,569010.7287562189,Ruda nad Moravou
513580,2120,127,1099271.6433858275,787316.7703937007,Hudčice
550230,3109,471,1152712.6349256902,790009.8727176216,Husinec
554260,3202,230,1093696.0849999995,843353.7648260876,Srbice
590509,6113,70,1155300.4982857143,642239.3495714286,Číměř
555614,4103,398,1010802.3839698492,842528.7731155779,Šemnice
590908,6113,127,1140827.4683464568,655714.2209448818,Kouty
594849,6212,208,1186633.530048077,618975.2858653846,Suchohrdly u Miroslavi
565466,2121,121,1021198.5818181818,779824.0311570248,Milý
531537,2102,254,1049980.33070866,758891.7134251961,Mezouň
572187,5207,111,1027238.4591891888,674001.0216216216,Slavhostice
597317,8103,343,1097085.2620991261,523363.2872011661,Dvorce
554740,4102,557,1006415.7099640939,886717.0889766612,Plesná
574490,5209,219,1009325.2221004573,605923.5284474884,Suchý Důl
599085,8118,2213,1103097.4529643029,463131.69255761366,Petřvald
598909,3111,38,1138322.2536842108,787438.2613157894,Skály
594482,6212,1783,1174887.527801459,621342.3700729102,Moravský Krumlov
589721,7108,179,1150369.123910615,553995.1880446929,Mořice
577693,5107,861,985910.6051684082,665080.6200580721,Vysoké nad Jizerou
529478,2101,70,1076230.1628571427,717284.3412857144,Čakov
571946,2116,293,1003055.068156996,691133.767064846,Branžež
570770,2116,111,996802.6427027021,692082.223873874,Loukov
541567,2120,134,1088755.4480597004,787170.8341791047,Vranovice
531057,2102,3929,1052982.2937006971,769816.7864673001,Beroun
564184,5105,448,975594.3450892856,699688.9244866071,Křižany
559016,3112,75,1115180.732933333,736721.2190666663,Nasavrky
561134,3215,1480,1051102.0769527087,864615.2463108096,Planá
532118,2109,837,1029387.3466308253,759718.2714217437,Brandýsek
565130,2121,67,1040034.5350746268,800970.0273134329,Všesulov
533912,2102,231,1057568.6619913403,757479.6653246748,Mořinka
590134,7108,186,1148552.9379032257,555820.105698925,Víceměřice
547531,5206,61,1025369.7291803282,633436.6240983605,Hořenice
539457,2105,633,1063985.6652290665,752195.0087993671,Líšnice
591785,6107,187,1159289.2124064157,625035.3033155077,Sudice
552313,7110,156,1109714.0253846152,539675.6776923077,Domašov u Šternberka
596388,6114,141,1137934.9848936163,649304.5396453901,Pavlínov
590631,6113,61,1140219.3755737704,646317.2075409837,Horní Heřmanice
544981,3102,851,1164940.5556521737,750807.4473207991,Rudolfov
533289,2110,297,1049741.295993264,699622.8461616159,Dobřichov
589730,7108,1084,1133722.323145758,563449.6075553508,Mostkovice
536610,2115,251,1017516.368565737,697245.3861354584,Semčice
571300,5302,82,1093289.9603658535,635588.8728048779,Dědová
532991,2105,474,1045510.4085654006,760428.1041772149,Úhonice
530671,5205,41,1031241.3178048781,654926.8056097561,Pšánky
544841,7206,3156,1141876.7612991103,483786.81914765586,Rožnov pod Radhoštěm
573957,5211,163,1030725.1487116573,620489.5459509197,Černčice
557161,3203,156,1114781.421025641,802675.6583333332,Svéradice
557641,3210,365,1080986.4334794504,822612.4983835607,Čižice
570796,5205,156,1033125.454358975,642497.3572435897,Sendražice
585505,7213,241,1160974.004647303,528044.252572614,Mysločovice
548979,5204,82,1015578.2221951223,650624.0001219513,Borek
537616,2118,238,1032310.8723949571,693503.3276890749,Oskořínek
541028,2120,205,1092643.526243902,773001.9727804872,Pečice
552836,7109,95,1142574.439473684,525267.9956842104,Turovice
553891,3202,143,1095786.778881118,861690.7516083914,Luženičky
583120,6208,4072,1169819.481473479,616731.4642092334,Ivančice
575551,5309,210,1051786.3820952382,658383.5792857141,Rohovládova Bělá
554006,3202,127,1096542.367716535,874333.5050393702,Nemanice
570427,5212,113,1030261.8840707962,659384.1893805313,Myštěves
532843,2125,33,1103370.5630303028,697745.0493939396,Dunice
586731,6210,204,1182600.006764705,567621.9910784317,Věteřov
537489,2119,1108,1037986.955722021,678975.051245486,Městec Králové
593028,6219,374,1158785.1339572195,578142.5785828878,Habrovany
561908,6110,52,1120117.0963461534,687428.2975,Žirov
571270,5304,122,1070414.1724590166,636850.4405737702,Čankovice
536652,2115,335,1023514.5654029846,701270.3598208954,Smilovice
571903,5304,280,1070496.5179285712,659670.5358214282,Načešice
531677,2114,96,1004209.9088541666,719894.7527083335,Lobeč
533459,2106,179,1054908.7702234634,711739.1734078211,Krupá
545821,3106,811,1182125.6198643637,759184.6842416767,Velešín
534633,2112,1414,1087311.5694342342,699549.1848444112,Zruč nad Sázavou
568783,6111,60,1089969.2690000003,689617.7181666666,Jedlá
587729,6220,1104,1196351.2532971005,642646.0486594202,Nový Šaldorf-Sedlešovice
538001,4103,247,1014946.7010526315,844652.0842510118,Andělská Hora
512991,2124,83,1026573.3889156629,772995.4171084339,Drnek
533106,2102,211,1055008.9595734593,774662.7183886255,Trubín
544531,5109,251,992670.2127091628,687465.9518326692,Čtveřín
588555,7202,157,1150391.811210191,523046.50006369466,Jankovice
566853,4216,490,1015809.0800816326,794155.2694897961,Tuchořice
544574,7210,226,1144007.5930088495,500769.07725663716,Oznice
565431,4205,513,994320.8800194929,747334.6609161794,Polepy
569941,5205,138,1039826.258913044,634356.0705072462,Divec
585033,6213,815,1185950.003165644,601099.7856073618,Vranovice
556343,3205,149,1116671.4875167778,830313.1432885907,Chlistov
571997,2116,71,994887.4512676055,698704.9207042253,Neveklovice
589772,7108,147,1135063.8595918373,577589.2264625852,Niva
596141,6114,241,1129912.4229875507,628651.5213692947,Moravec
561207,3215,623,1073770.2508828247,866939.0039486359,Stráž
531138,2108,471,1063164.3762632683,788373.1605732485,Cerhovice
578771,3206,54,1050627.168148148,812364.9864814816,Kočín
568261,8117,422,1097506.5974407585,487648.0674644545,Budišovice
561029,3105,86,1137963.1902325577,717520.7063953492,Světce
549436,7205,136,1172710.5850000002,528950.1008823531,Komárov
500071,7210,579,1140553.3991709843,498543.3975647664,Poličná
580651,5305,300,1061196.2469000004,586474.0494999996,Mladkov
556734,3203,257,1108746.486031128,813360.4479377433,Myslív
593834,6213,208,1185010.0456730772,613954.1825961538,Branišovice
544451,3102,156,1150080.5407051286,741580.5642948715,Dynín
586960,7209,78,1177859.1479487182,500087.6964102565,Křekov
555029,4103,737,1022669.4354274095,840897.9142740841,Bochov
586196,6218,259,1203171.32996139,538643.7340154438,Hrubá Vrbka
535290,2111,279,1019009.4796774195,742631.3654838708,Vojkovice
544507,7210,358,1145992.6498603348,500582.2668715079,Mikulůvka
578592,3207,51,1101323.264901961,809856.0635294117,Třebčice
562475,3105,117,1142163.8780341884,712735.2819658122,Okrouhlá Radouň
558486,3210,385,1078088.381454546,823384.8639740264,Útušice
583723,6214,296,1148726.1781756761,621163.1945270267,Přibyslavice
549061,6109,75,1122855.9282666668,712557.2695999999,Věžná
549754,3108,266,1121902.9688721807,762443.3365037589,Podolí I
536270,2115,542,1022127.8524538743,703364.7493542436,Luštěnice
532525,2109,241,1039470.5341908721,765132.9645228216,Kyšice
529796,2101,1094,1070322.0367367459,717841.1645703835,Chocerady
581178,5306,490,1074089.2302040814,584550.5552040819,Výprachtice
591190,6113,250,1165811.0617199994,644741.5963999998,Myslibořice
592935,6219,4,1144070.91,571182.53,Březina
532428,2124,112,1026809.6520535713,762484.9390178568,Jemníky
585149,7213,331,1173142.756767371,519163.83752265834,Březůvky
569194,7109,60,1135606.1361666666,530553.2480000001,Grymov
562467,3105,199,1156362.8347236188,714391.1549748746,Dolní Pěna
579963,5314,100,1079903.6814999997,619394.8631000002,Bučina
545732,3103,83,1180484.7233734939,767505.5460240965,Přísečná
587541,6112,413,1151218.9172397088,687466.9108232443,Mrákotín
536211,2115,76,1015285.975131579,693459.9638157896,Lhotky
548880,5204,110,1027405.1485454541,657267.428818182,Sukorady
545937,5109,94,992882.9475531916,686639.5335106383,Lažany
539708,2105,396,1036237.8772474758,755221.5984595959,Středokluky
539643,2105,1442,1060365.7429819687,758848.3079681004,Řevnice
