age,sex,key
64,1,8348743
64,1,8348780
67,0,8348780
26,0,8349073
38,1,8349297
40,0,8349297
12,1,8349297
3,1,8349297
12,0,8349534
75,1,8349534
39,1,8349534
46,0,8349534
19,0,8349534
48,1,8349687
56,0,8349687
23,0,8349687
72,1,8349936
67,1,8349957
63,1,8350034
30,0,8350034
59,0,8350212
28,0,8350310
17,1,8350310
76,1,8350310
51,1,8350310
55,0,8350310
29,0,8350310
17,0,8350310
31,0,8350582
87,1,8350582
58,0,8351000
57,1,8351000
57,0,8351070
54,1,8351070
51,1,8351082
19,1,8351082
55,0,8351082
37,1,8351143
8,1,8351143
18,1,8351143
42,1,8351309
44,0,8351309
11,0,8351309
20,1,8351309
8,0,8351309
78,1,8351438
82,0,8351438
56,0,8351438
52,1,8351438
17,0,8351587
75,1,8351587
45,1,8351610
47,0,8351610
7,0,8351610
11,0,8351610
65,0,8351731
58,1,8351731
54,0,8352205
52,1,8352205
78,1,8352298
26,1,8352315
49,0,8352315
49,1,8352315
55,1,8352636
61,0,8352636
46,0,8353245
51,0,8353560
64,0,8353762
0,1,8353762
28,0,8353762
59,1,8353762
24,0,8353908
81,1,8353987
6,0,8354044
64,1,8354044
35,1,8354044
65,0,8354044
8,0,8354044
37,0,8354044
56,0,8354690
63,1,8354743
62,0,8354743
51,0,8354952
1,1,8354952
29,1,8354952
16,0,8354952
39,1,8354985
67,0,8355010
64,1,8355010
11,0,8355942
16,0,8355942
41,1,8355942
40,1,8356035
16,1,8356035
43,0,8356035
19,1,8356035
72,1,8356053
50,0,8356053
66,0,8356264
64,1,8356264
39,0,8356409
19,0,8356409
15,0,8356409
40,1,8356409
44,0,8356593
16,0,8356593
43,1,8356593
66,1,8356692
66,0,8356692
36,1,8356698
16,1,8356698
38,0,8356698
40,0,8356824
15,0,8356824
38,1,8356824
18,1,8356824
67,0,8357099
63,1,8357099
72,1,8357305
64,1,8357880
46,1,8357964
12,1,8357964
19,1,8357964
52,0,8357964
58,0,8358263
56,1,8358263
35,1,8358402
15,1,8358402
54,0,8358485
61,1,8358768
18,1,8358917
42,1,8358917
44,0,8358917
15,0,8358917
64,1,8359665
69,0,8359665
33,0,8359665
60,1,8359849
65,0,8359849
45,1,8360160
4,0,8360160
68,1,8360533
73,0,8360533
46,0,8360818
7,1,8360818
46,1,8360818
19,1,8360923
0,1,8360923
43,0,8360923
41,1,8360923
21,1,8360923
14,1,8360923
88,1,8360947
20,0,8361038
22,0,8361038
47,1,8361038
53,0,8361038
53,1,8361062
35,1,8361062
17,1,8361062
59,0,8361062
57,1,8361400
28,0,8361400
64,0,8361524
65,1,8361524
28,0,8361594
49,0,8361594
50,1,8361594
35,0,8361666
60,1,8361666
41,0,8361666
60,0,8361666
49,1,8362142
61,0,8362795
60,1,8362795
33,0,8362795
34,1,8362795
64,0,8362808
62,1,8362808
78,1,8362957
24,0,8363216
52,1,8363338
23,1,8363338
79,1,8363338
86,1,8363339
54,0,8363383
23,0,8363434
50,1,8363434
26,1,8363434
57,0,8363554
66,1,8363629
50,1,8363670
15,0,8363670
62,1,8363761
46,0,8364069
67,1,8364069
69,0,8364069
74,0,8364069
55,1,8364100
57,0,8364100
75,1,8364156
75,0,8364156
54,0,8364312
22,1,8364312
80,1,8364590
55,0,8364839
83,0,8364839
56,1,8365208
66,1,8365365
46,1,8365374
24,0,8365374
59,1,8365791
78,1,8365868
80,0,8365868
25,1,8366190
22,1,8366190
46,1,8366190
26,0,8366248
47,1,8366248
53,0,8366248
55,0,8366611
24,0,8366611
48,1,8366611
78,1,8366642
49,0,8366642
39,1,8367046
14,0,8367046
36,0,8367046
35,1,8367080
13,0,8367080
7,0,8367080
53,0,8367149
45,1,8367149
14,0,8367149
70,1,8367484
75,0,8367484
87,1,8367584
53,1,8367626
38,0,8367626
41,0,8367738
8,0,8367738
11,1,8367738
37,1,8367738
25,1,8367807
46,1,8367807
49,0,8367807
60,0,8367975
79,1,8367975
52,1,8367975
0,0,8368087
27,1,8368087
9,0,8368087
46,1,8368556
27,0,8368556
52,0,8368556
76,0,8368602
33,1,8368603
40,0,8368603
12,1,8368603
25,0,8368881
39,0,8368881
43,1,8368881
30,1,8368881
0,0,8368881
83,1,8368881
18,0,8368881
34,1,8369042
5,0,8369042
34,0,8369042
61,1,8369070
60,0,8369070
12,1,8369362
35,1,8369362
16,0,8369362
66,1,8369429
51,1,8369437
63,0,8369437
32,1,8369591
33,0,8369591
8,0,8369591
53,1,8369591
53,0,8369591
4,1,8369591
36,1,8369722
17,0,8369722
17,0,8369722
42,0,8369722
69,0,8369957
64,1,8369957
40,0,8369963
36,1,8369963
69,1,8370122
46,0,8370122
46,1,8370330
52,0,8370330
52,0,8370497
26,1,8370497
50,1,8370497
59,1,8370693
22,1,8370693
29,0,8370793
53,0,8370793
32,0,8370793
52,1,8370793
25,0,8370871
63,1,8371094
82,0,8371094
41,1,8371250
10,1,8371250
72,1,8371262
53,1,8371430
80,1,8371974
37,0,8372491
38,0,8372491
76,1,8372491
52,1,8372586
6,1,8372747
29,1,8372747
29,0,8372747
43,0,8372791
3,1,8372791
36,1,8372791
64,1,8372791
31,0,8372791
2,1,8372791
68,0,8372791
27,1,8372883
26,0,8372883
34,0,8373196
32,1,8373196
54,1,8373212
31,1,8373212
53,0,8373212
59,0,8373306
57,1,8373306
28,1,8373306
32,1,8373323
32,0,8373323
34,1,8373323
72,0,8373323
35,0,8373323
63,1,8373331
53,1,8373430
51,0,8373464
82,1,8373785
55,1,8373846
47,0,8374093
69,1,8374294
74,0,8374294
53,0,8374301
35,1,8374852
63,1,8375034
38,0,8375125
28,1,8375153
28,0,8375173
72,0,8375253
70,1,8375253
83,0,8375282
55,0,8375614
31,0,8375726
30,1,8375726
70,0,8375738
75,0,8375810
74,1,8375810
25,0,8375935
44,1,8375935
62,1,8376370
64,0,8376370
26,0,8376682
28,1,8376682
3,0,8376682
38,1,8376794
38,0,8376794
16,0,8376794
22,1,8376997
0,1,8376997
33,0,8376997
40,1,8377013
12,1,8377013
10,1,8377013
42,0,8377013
43,0,8377070
73,1,8377070
22,0,8377083
12,0,8377083
41,1,8377083
21,0,8377083
49,0,8377324
59,1,8377576
15,1,8377657
38,1,8377657
13,0,8377657
7,0,8377657
51,1,8377730
27,0,8377730
44,1,8377904
10,1,8377904
41,0,8377904
82,1,8377954
45,1,8378113
73,0,8378113
45,0,8378113
22,1,8378113
20,1,8378113
78,1,8378442
64,1,8378551
64,0,8378551
18,0,8378631
42,1,8378631
5,1,8378749
31,1,8378749
48,0,8378925
73,1,8378925
63,1,8379011
39,0,8379011
23,0,8379203
50,1,8379203
14,1,8379203
52,0,8379203
18,0,8379203
27,0,8379306
64,0,8379467
31,1,8379467
57,1,8379467
33,0,8379467
32,0,8379467
4,0,8379467
41,0,8379514
23,1,8379514
5,1,8379514
21,1,8379573
18,1,8379573
42,1,8379573
46,0,8379573
28,0,8379589
48,1,8379589
23,0,8379589
52,0,8379589
29,0,8379589
14,0,8379633
18,1,8379633
45,0,8379633
40,1,8379633
60,0,8379803
57,1,8379803
35,0,8379803
57,0,8379812
32,1,8379812
56,1,8379812
47,0,8380022
0,1,8380056
51,1,8380056
18,1,8380056
66,0,8380287
63,1,8380287
74,1,8380943
76,0,8380943
23,1,8381100
19,0,8381100
41,1,8381100
47,0,8381100
53,1,8381126
28,0,8381126
55,0,8381126
22,0,8381126
30,0,8381126
59,0,8381312
60,1,8381312
77,0,8381564
71,1,8381564
5,1,8381750
33,0,8381750
33,1,8381750
26,0,8381841
54,1,8381841
5,0,8381841
54,0,8381841
27,1,8381841
1,0,8381841
13,1,8381849
47,0,8381849
24,1,8381849
44,1,8381849
38,1,8382071
47,1,8382071
76,1,8382071
61,0,8382193
15,1,8382210
60,0,8382210
34,1,8382210
31,1,8382210
56,1,8382210
13,1,8382210
23,0,8382224
47,0,8382224
46,1,8382224
21,1,8382224
62,1,8383228
65,0,8383228
22,1,8383228
66,1,8383277
34,0,8383277
43,0,8383277
17,0,8383424
42,1,8383424
45,0,8383424
76,0,8383858
76,1,8383858
24,0,8384156
26,0,8384156
59,1,8384156
58,0,8384156
53,0,8384205
29,1,8384426
18,0,8384426
27,0,8384599
49,0,8384708
20,0,8384708
10,0,8384708
34,1,8384708
13,0,8384708
43,1,8384745
54,1,8384786
56,0,8384786
66,1,8384851
24,0,8384851
21,1,8384994
24,1,8384994
22,1,8384994
66,1,8385096
44,0,8385096
46,1,8385154
19,0,8385154
53,0,8385154
20,1,8385154
80,1,8385159
21,1,8385227
30,0,8385227
63,0,8385579
47,1,8385579
15,1,8385822
20,0,8385822
42,1,8385822
30,0,8386560
29,1,8386560
0,0,8386560
53,1,8386581
53,0,8386581
17,1,8386680
9,1,8386680
46,1,8386680
51,0,8386680
59,1,8386965
62,0,8386965
60,0,8386984
59,1,8386984
65,1,8386996
18,0,8386996
66,0,8386996
32,0,8387112
33,1,8387407
54,1,8387407
37,0,8387407
30,0,8387414
61,1,8387414
37,0,8387741
59,0,8387741
56,1,8387741
20,1,8387840
56,0,8387840
55,1,8387840
18,1,8387840
25,0,8387866
1,1,8387866
22,1,8387866
46,0,8388121
7,1,8388121
40,1,8388121
28,0,8388313
47,0,8388313
46,1,8388313
25,0,8388313
63,1,8388717
36,0,8388717
42,0,8388717
7,1,8388807
70,0,8388807
37,0,8388807
30,1,8388807
1,0,8388807
75,0,8388993
45,0,8388993
53,0,8389233
74,1,8389233
49,0,8389233
37,1,8389399
5,0,8389399
60,0,8389399
10,0,8389399
42,0,8389770
6,1,8389770
3,1,8389770
30,1,8389770
54,1,8389832
35,0,8389832
50,0,8389832
89,1,8390019
7,1,8390060
33,0,8390060
33,1,8390060
1,0,8390060
60,1,8390150
48,0,8390202
19,1,8390202
14,0,8390202
42,1,8390202
56,0,8390214
2,0,8390214
32,1,8390214
54,1,8390214
28,1,8390254
5,0,8390254
30,0,8390254
33,0,8390454
54,0,8391266
24,0,8391266
46,1,8391266
40,0,8391647
8,1,8391647
69,1,8391647
40,1,8391647
77,0,8391680
75,1,8391680
15,0,8391918
52,1,8391918
6,0,8391918
54,0,8391918
10,0,8391918
63,1,8392241
61,0,8392241
64,0,8392264
11,1,8392591
31,1,8392591
75,1,8393047
40,1,8393099
41,0,8393099
55,0,8393152
50,1,8393152
48,1,8393153
21,1,8393153
9,0,8393153
64,0,8393373
91,1,8394331
3,0,8394469
33,1,8394469
45,0,8394469
75,0,8395525
67,1,8395525
35,0,8395546
30,1,8396219
0,1,8396219
35,0,8396219
0,1,8396219
34,0,8396237
31,1,8396237
3,0,8396237
39,1,8396392
16,1,8396392
9,1,8396392
38,0,8396392
90,0,8396478
49,0,8396552
59,0,8396733
53,1,8396733
19,1,8396867
57,1,8396867
60,0,8396867
27,0,8396867
14,1,8396950
44,1,8396950
43,1,8397168
22,1,8397168
20,1,8397168
32,0,8397221
58,1,8397267
1,0,8397267
28,1,8397267
60,0,8397267
32,0,8397267
13,1,8397397
16,0,8397397
38,1,8397397
43,0,8397397
58,0,8398158
60,0,8398158
53,1,8398158
40,1,8398268
5,1,8398268
45,0,8398268
39,1,8398268
57,0,8398279
50,1,8398279
70,1,8398280
64,0,8398280
39,0,8398475
8,0,8398475
15,0,8398475
12,1,8398475
35,1,8398475
0,0,8398475
25,0,8398511
26,1,8398511
24,1,8398511
47,0,8398511
72,1,8398511
44,1,8398511
0,1,8398511
49,0,8399129
27,0,8399244
40,1,8399244
20,1,8399244
15,0,8399244
49,0,8399784
19,0,8399784
24,0,8399784
45,1,8399784
31,0,8400106
62,0,8400106
27,0,8400106
58,1,8400106
30,1,8401075
34,0,8401075
44,0,8401091
34,1,8401091
13,1,8401091
7,1,8401091
4,0,8401192
28,1,8401192
32,0,8401192
0,1,8401192
54,0,8401937
28,1,8401937
1,0,8401937
34,0,8401937
48,1,8401937
46,0,8402095
20,1,8402095
14,1,8402095
42,1,8402095
41,0,8402369
20,0,8402369
40,1,8402369
55,0,8402394
31,0,8402394
28,0,8402394
27,0,8402402
49,1,8402402
78,0,8402570
51,1,8402570
74,1,8402570
73,1,8402583
76,0,8402583
15,1,8402662
45,0,8402662
18,1,8402662
40,1,8402662
22,1,8402710
27,0,8402710
56,1,8402955
60,0,8402955
12,0,8403205
16,0,8403205
41,0,8403205
42,1,8403205
75,0,8403275
76,1,8403275
49,0,8403275
2,1,8403349
36,1,8403349
39,0,8403349
46,1,8403597
23,1,8403597
56,0,8403597
14,0,8403597
21,0,8403597
40,1,8403718
11,0,8403718
68,1,8403718
19,0,8403718
43,0,8403718
22,1,8403808
74,1,8403808
60,0,8403819
58,1,8403819
49,1,8404113
48,0,8404113
31,0,8404195
28,1,8404195
3,0,8404195
6,1,8404195
4,0,8404282
31,1,8404282
4,1,8404282
36,0,8404282
76,1,8404332
37,0,8404353
23,1,8404353
61,1,8404545
31,0,8404545
18,1,8404576
64,1,8404576
67,0,8404576
41,1,8404576
9,0,8405025
37,0,8405025
29,1,8405025
62,1,8405039
33,0,8405211
52,1,8405211
58,0,8405234
58,1,8405234
63,0,8405377
72,1,8405476
51,1,8405496
39,1,8405819
48,0,8405819
33,1,8405990
32,0,8405990
7,1,8405990
3,0,8405990
59,1,8406019
41,0,8406206
11,0,8406206
36,1,8406206
47,1,8406317
16,0,8406317
73,1,8406508
42,0,8406508
23,0,8406530
26,0,8406530
45,1,8406530
50,0,8406530
65,0,8406977
62,1,8406977
53,1,8407556
61,0,8407820
54,0,8408053
60,0,8408150
60,1,8408150
56,0,8408547
42,0,8408820
29,0,8409065
58,1,8409065
66,0,8409075
55,1,8409075
61,1,8409121
67,0,8409121
19,1,8409137
21,1,8409137
43,1,8409137
45,0,8409137
74,1,8409143
62,0,8409262
59,1,8409262
69,1,8409292
49,0,8409292
57,1,8409325
25,1,8409325
57,0,8409325
63,0,8409368
22,1,8409449
65,1,8409489
48,1,8409578
21,0,8409578
15,0,8409996
17,1,8409996
54,0,8409996
36,1,8409996
24,0,8410437
46,1,8410437
23,1,8410437
50,0,8410437
58,1,8410509
27,0,8410509
20,1,8410561
46,0,8410561
45,1,8410561
58,0,8410797
23,0,8410797
57,1,8410797
64,0,8411216
27,0,8411392
59,1,8411392
61,0,8411392
6,0,8411654
7,0,8411654
34,1,8411654
31,0,8411767
53,1,8411767
54,0,8411767
27,1,8411767
28,1,8412720
36,1,8413147
47,0,8413147
9,1,8413147
4,0,8413147
29,1,8413234
56,0,8413234
31,1,8413234
26,0,8413234
54,1,8413234
23,0,8413443
51,1,8413443
26,0,8413443
54,0,8413443
12,1,8413443
40,0,8413447
10,1,8413447
36,1,8413447
16,0,8413447
28,0,8413510
52,1,8413510
54,0,8413510
79,0,8413912
78,1,8413912
62,1,8414241
54,0,8414299
77,0,8414343
78,1,8414343
2,0,8414359
25,1,8414359
43,1,8414536
69,0,8414770
67,1,8414770
15,0,8414828
70,0,8414828
40,1,8414828
7,0,8414828
40,0,8414828
67,1,8414828
51,1,8415022
54,0,8415022
78,0,8415072
62,1,8415357
75,1,8415833
49,0,8416006
44,1,8416006
24,0,8416006
23,0,8416006
24,1,8416058
16,1,8416112
45,1,8416569
21,0,8416569
13,1,8416619
38,1,8416619
58,0,8416936
21,1,8416936
52,1,8416936
17,1,8416936
45,0,8417204
18,0,8417442
86,0,8417466
47,1,8417535
47,0,8417535
37,0,8417556
72,1,8417556
71,1,8417694
17,0,8417796
35,1,8417796
2,0,8417796
13,1,8417796
66,0,8418572
53,0,8418600
66,1,8418824
66,1,8418914
71,0,8418914
80,1,8418922
59,0,8419168
51,0,8419168
7,0,8419218
3,1,8419218
33,1,8419218
30,0,8419218
12,0,8419858
4,1,8419858
39,0,8419858
34,1,8419858
60,0,8420136
56,1,8420136
56,0,8420349
18,1,8420763
62,1,8420946
67,0,8420946
59,1,8420972
61,0,8420972
70,0,8421368
68,1,8421368
79,1,8421509
79,1,8421581
84,0,8421581
38,1,8421628
19,1,8421628
62,1,8421979
54,1,8422689
80,1,8422689
69,0,8422832
45,1,8422852
42,0,8422852
65,0,8423003
32,0,8423003
34,1,8423123
60,0,8423123
61,1,8423123
33,0,8423123
77,1,8423288
71,1,8423304
49,1,8423304
24,1,8423304
59,1,8423391
61,0,8423391
54,0,8423471
25,1,8423503
43,0,8423618
43,1,8423760
45,0,8423760
76,0,8424000
71,1,8424000
80,1,8424326
66,1,8424669
43,0,8424669
49,0,8424669
35,1,8424903
56,0,8424903
57,1,8424903
31,0,8424903
33,0,8424903
59,1,8424904
62,0,8424904
61,1,8425088
63,0,8425088
22,0,8425250
46,0,8425250
42,1,8425250
9,0,8425250
50,0,8425277
37,1,8425314
17,0,8425412
41,0,8425412
39,1,8425412
17,0,8425412
78,1,8425476
82,0,8425476
39,1,8425650
20,0,8425650
82,1,8425671
80,0,8425671
42,0,8425671
35,0,8425796
36,1,8425796
17,0,8425796
75,0,8426049
74,0,8426148
66,1,8426148
35,1,8426148
59,0,8426555
3,0,8426717
38,1,8426717
30,0,8426717
14,1,8426717
19,0,8426849
42,1,8426849
47,0,8426849
23,0,8426849
79,1,8426849
59,0,8426908
43,1,8427160
21,0,8427160
77,0,8427208
81,1,8427208
22,0,8427390
51,0,8427390
47,1,8427390
20,0,8427390
60,0,8427507
58,1,8427507
25,1,8427507
88,1,8427618
12,0,8428168
49,0,8428168
10,1,8428168
43,1,8428168
30,1,8428254
28,1,8428462
49,1,8428462
32,0,8428462
25,1,8428750
35,0,8428767
37,0,8428965
59,0,8428965
40,1,8429599
42,0,8429599
21,1,8429599
19,1,8429599
65,1,8429686
70,0,8429686
38,0,8430083
11,0,8430083
36,1,8430083
42,1,8430106
68,1,8430192
7,0,8430192
20,1,8430192
46,0,8430192
43,1,8430192
18,1,8430192
16,0,8430192
81,1,8430442
21,1,8430442
52,0,8430442
32,1,8430470
0,1,8430470
23,0,8430820
43,1,8430820
28,1,8431057
59,1,8431057
70,1,8431424
46,1,8431424
48,0,8431424
1,0,8431561
31,1,8431561
34,0,8431561
32,0,8431683
27,1,8431683
16,0,8431952
21,1,8431952
42,1,8431952
26,0,8432409
56,0,8432409
52,1,8432409
49,1,8432456
49,0,8432456
25,1,8432456
41,0,8432661
5,0,8432745
25,1,8432745
33,1,8432749
34,0,8432749
54,1,8433147
62,0,8433147
75,1,8433316
51,0,8433316
3,0,8433461
2,0,8433461
31,0,8433461
15,1,8433461
32,1,8433461
32,0,8433742
46,0,8433742
66,1,8433742
67,0,8433742
64,1,8433870
74,0,8433870
50,0,8434071
29,0,8434071
50,1,8434071
78,1,8434129
23,1,8434263
26,0,8434263
48,1,8434263
49,0,8434263
2,1,8434279
27,1,8434279
34,0,8434279
0,1,8434371
31,0,8434371
31,1,8434371
4,0,8434371
58,0,8434382
34,0,8434382
59,1,8434382
65,0,8434628
61,1,8434628
41,0,8434628
65,0,8434633
65,1,8434633
35,1,8434633
48,0,8435044
23,1,8435044
81,1,8435128
44,0,8435539
72,1,8435539
39,0,8435560
17,0,8435560
14,0,8435560
37,1,8435560
9,0,8435585
37,0,8435585
13,0,8435585
38,1,8435585
27,0,8435637
26,0,8435637
50,0,8435637
20,0,8435637
46,1,8435637
83,1,8435725
60,0,8435725
32,0,8435800
24,1,8435800
7,0,8436097
13,0,8436097
37,0,8436097
36,1,8436097
18,0,8436136
46,1,8436136
47,0,8436136
19,0,8436136
46,1,8436278
52,0,8436278
70,1,8436436
57,0,8436658
51,1,8436658
49,0,8437119
59,0,8437119
56,1,8437119
29,1,8437119
52,1,8437119
56,0,8437119
82,0,8437387
72,1,8437387
18,1,8437441
22,0,8437441
44,0,8437441
43,1,8437441
42,0,8437583
75,1,8437583
19,1,8437585
41,1,8437585
40,0,8437585
12,0,8437585
20,0,8437585
19,1,8437825
40,1,8437825
44,0,8437825
61,0,8437830
56,1,8437830
14,1,8438427
56,1,8438427
62,0,8438427
33,1,8438427
51,0,8438673
27,0,8438673
48,1,8438673
51,1,8438727
25,1,8438727
48,0,8439016
27,1,8439016
45,1,8439016
23,0,8439016
73,0,8439079
20,1,8439079
77,1,8439079
20,1,8439241
46,1,8439241
24,0,8439241
17,0,8439382
52,0,8439382
45,1,8439382
19,0,8439382
54,0,8439440
24,0,8439440
25,0,8439440
47,1,8439440
53,1,8439579
24,1,8439579
60,1,8439604
20,1,8439604
27,0,8439642
46,0,8439642
33,1,8439642
9,1,8439642
6,1,8439642
59,0,8440567
30,1,8440567
28,0,8440567
55,1,8440567
59,1,8440854
83,0,8441013
65,1,8441013
33,0,8441013
61,0,8441079
65,1,8441079
26,0,8441249
58,0,8441249
29,0,8441249
58,1,8441249
78,1,8441367
79,0,8441367
29,1,8441426
33,0,8441426
52,0,8441728
16,0,8441728
51,1,8441728
81,0,8441811
78,1,8441811
7,0,8441962
15,0,8441962
42,0,8441962
18,0,8441962
41,1,8441962
54,0,8442152
22,1,8442237
42,1,8442237
44,0,8442237
13,0,8442237
42,0,8442399
32,1,8442569
21,0,8442569
45,0,8442569
7,0,8442569
58,0,8443559
19,0,8443559
57,1,8443559
33,0,8443559
39,0,8443756
67,0,8444367
68,1,8444367
47,1,8444596
47,0,8444596
18,0,8444596
24,1,8444596
42,1,8444658
58,0,8444731
56,1,8444731
73,1,8445129
49,0,8445177
63,1,8445177
65,0,8445320
54,1,8445731
3,0,8445896
1,0,8445896
7,1,8445896
40,1,8445896
29,1,8446081
32,0,8446204
26,1,8446204
26,0,8446204
19,1,8446265
52,0,8446349
51,1,8446349
29,0,8446349
39,1,8446407
18,0,8446407
45,0,8446407
30,0,8446630
48,0,8446751
23,0,8446751
31,0,8446751
52,1,8446751
30,1,8446812
42,0,8446812
17,1,8446968
18,0,8446968
38,1,8446968
64,0,8446968
39,0,8446968
61,1,8446968
34,0,8447013
34,1,8447013
12,1,8447013
15,1,8447013
10,0,8447382
32,0,8447382
31,1,8447382
7,1,8447382
46,0,8447444
17,1,8447444
47,1,8447444
19,0,8447444
11,0,8447692
4,1,8447692
33,1,8447692
1,1,8447692
9,1,8447692
7,1,8447692
57,1,8448298
69,0,8448372
22,1,8448389
55,0,8448389
0,1,8448389
55,1,8448389
55,0,8448485
42,1,8448485
20,0,8448485
70,1,8448485
6,0,8448815
36,0,8448815
32,1,8448815
0,0,8448815
15,0,8448815
57,1,8448815
66,0,8448815
56,0,8448978
48,1,8448978
27,0,8448978
81,1,8448978
1,0,8449006
25,1,8449006
26,0,8449006
56,0,8449101
31,0,8449101
58,1,8449101
4,0,8449201
31,1,8449201
36,0,8449201
62,1,8449201
12,1,8449201
61,0,8449201
53,0,8449418
51,1,8449418
29,0,8449418
26,0,8449455
60,0,8449455
63,1,8449455
51,0,8449534
25,0,8449534
20,1,8449534
48,1,8449534
49,1,8450060
49,1,8450060
50,0,8450060
16,1,8450060
30,1,8450060
16,1,8450060
23,0,8450060
51,0,8450255
64,1,8450384
55,0,8450384
55,0,8450523
45,1,8450671
53,0,8450671
49,1,8450708
51,0,8450708
35,1,8451012
78,1,8451012
53,1,8451123
27,0,8451123
38,1,8451481
67,0,8451491
74,0,8451936
58,1,8451936
0,1,8452114
32,0,8452114
34,1,8452114
3,0,8452114
65,0,8452306
78,0,8452414
24,1,8452414
44,1,8452414
19,1,8452414
53,0,8452414
51,1,8452512
63,0,8452512
56,0,8452536
55,1,8452536
20,1,8452602
47,1,8452645
21,0,8453067
20,1,8453067
31,0,8453265
45,1,8453343
22,1,8453343
19,0,8453343
45,0,8453343
2,0,8453373
32,0,8453373
29,1,8453373
59,0,8453617
56,1,8453617
54,1,8453918
56,0,8453918
27,0,8453921
56,1,8453921
68,0,8454133
68,1,8454133
4,1,8454248
36,1,8454248
8,1,8454248
48,1,8454933
26,1,8454933
25,1,8454933
30,1,8455095
33,0,8455095
50,0,8455194
48,1,8455194
20,0,8455194
57,1,8455829
32,1,8455829
61,0,8455902
28,1,8455902
28,1,8455902
25,1,8456067
2,1,8456067
9,0,8456521
11,0,8456521
38,1,8456521
39,0,8456521
30,0,8456619
57,0,8456670
37,0,8456844
36,1,8456844
8,0,8456844
5,0,8456906
2,0,8456906
31,1,8456906
38,0,8456906
61,0,8456923
65,1,8456923
85,0,8457092
34,0,8457745
58,0,8457875
57,1,8457875
58,1,8458086
58,0,8458152
26,0,8458166
32,0,8458675
9,0,8458675
80,1,8458675
82,0,8458675
32,1,8458675
8,1,8458675
6,1,8458675
48,1,8458712
34,1,8458763
6,1,8458763
46,0,8458763
2,0,8458763
4,0,8459114
7,0,8459114
13,1,8459114
40,0,8459114
67,0,8459114
36,1,8459114
54,0,8459490
60,1,8459490
61,0,8459963
58,1,8459963
47,0,8460011
55,1,8460358
57,0,8460358
12,0,8460750
40,1,8460750
1,0,8460750
37,0,8460870
10,0,8460870
16,1,8460870
36,1,8460870
32,1,8461718
4,0,8461718
28,0,8461718
1,1,8461718
31,1,8461797
32,0,8461797
2,0,8461797
54,0,8461811
56,1,8461811
13,0,8462132
51,0,8462132
9,1,8462132
46,1,8462132
26,0,8462567
47,1,8462567
22,0,8462843
11,0,8463091
13,1,8463091
36,1,8463091
41,0,8463091
72,0,8463091
45,0,8463228
36,1,8463228
16,0,8463228
41,1,8463287
13,1,8463287
47,0,8463287
82,1,8463287
32,0,8463325
30,1,8463325
4,0,8463325
38,1,8463557
19,1,8463557
17,1,8463557
32,0,8463557
53,1,8464038
34,0,8464038
58,0,8464038
56,1,8464044
57,0,8464259
27,1,8464259
50,1,8464259
72,1,8464268
54,0,8464268
18,1,8464296
40,0,8464296
26,1,8464296
48,1,8464296
65,1,8464298
70,0,8464298
61,1,8464615
30,0,8464615
38,1,8464870
35,0,8464870
13,0,8464911
46,0,8464911
42,1,8464911
52,0,8465130
53,1,8465130
1,0,8465442
34,0,8465442
32,1,8465442
5,1,8465442
54,0,8465998
29,0,8465998
28,1,8465998
49,1,8465998
55,1,8466098
58,0,8466098
16,1,8466218
34,1,8466218
44,0,8466501
19,1,8466501
44,1,8466501
26,0,8466630
49,1,8466630
14,0,8466630
77,1,8466644
80,0,8466644
16,0,8466644
53,0,8466644
38,0,8466980
57,1,8466980
60,0,8467268
25,0,8467323
45,1,8467323
50,0,8467323
0,1,8467529
31,1,8467529
55,1,8467529
57,0,8467529
8,0,8467529
32,1,8467529
46,0,8467788
69,1,8467788
75,0,8467788
7,1,8467877
29,1,8467877
32,0,8467877
2,0,8467877
29,0,8468010
1,1,8468407
35,1,8468407
33,0,8468407
51,0,8468597
66,1,8468827
68,0,8468827
22,1,8468827
41,1,8468827
45,0,8468827
53,1,8468932
31,0,8468932
59,0,8469158
12,1,8469455
26,0,8469455
31,1,8469455
0,0,8469455
43,0,8469601
20,0,8469601
43,1,8469849
20,0,8469849
24,1,8469849
45,0,8469849
18,0,8469877
53,1,8469877
32,0,8469921
2,1,8469921
57,0,8470152
54,1,8470152
31,0,8470152
58,1,8470177
62,0,8470177
10,1,8470528
13,1,8470528
40,0,8470528
63,1,8470563
68,0,8470563
28,0,8470565
26,1,8470565
34,1,8470622
65,1,8470622
63,0,8470622
22,0,8470661
49,0,8470661
47,1,8470661
89,1,8470661
66,0,8470675
66,1,8470675
51,1,8470836
29,1,8470836
24,1,8470836
4,0,8471052
31,1,8471052
37,0,8471052
1,0,8471052
58,0,8471128
53,1,8471128
64,0,8471296
57,0,8471544
50,1,8471544
27,0,8471544
65,1,8471605
55,1,8471880
79,1,8471943
45,1,8472261
46,0,8472261
21,1,8472792
51,0,8472792
23,1,8472792
69,1,8472792
87,1,8472916
29,0,8473121
33,0,8473299
48,1,8473420
53,0,8473486
53,0,8473557
25,1,8473557
49,1,8473557
56,0,8473566
53,1,8473566
29,1,8473612
31,0,8473612
19,0,8473663
41,1,8473663
17,0,8473663
43,0,8473663
11,1,8474248
44,0,8474248
42,1,8474248
16,1,8474248
1,0,8474272
25,1,8474272
20,0,8474272
