id,name,1,6,13,20,27,34,41,48,55,62,69,76,83,90,97,104,111,118,125,132,139,146,153,160,167,174,181,188
0,no_layer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,family_inside,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,family_in_house,1.0,1.0,0.706780183951732,0.541317498888654,0.404792182810325,0.44273127753304,0.466807669150207,0.577346340476467,0.6139253527914239,0.743276446633359,0.813683778892447,0.909536865614951,0.8939141204743319,1.07099578848139,1.04619806076891,1.19513346545323,1.16371467337116,1.18921450248526,1.21471433159936,1.10612372949587,1.1258657891228,1.14560784874974,1.04998531469966,1.10446402719496,1.15894273969026,1.07388225043019,1.0535769101253,1.0332715698204
3,family_visitsors_to_visited,1.0,1.0,0.706780183951732,0.541317498888654,0.404792182810325,0.44273127753304,0.466807669150207,0.577346340476467,0.6139253527914239,0.743276446633359,0.813683778892447,0.909536865614951,0.8939141204743319,1.07099578848139,1.04619806076891,1.19513346545323,1.16371467337116,1.18921450248526,1.21471433159936,1.10612372949587,1.1258657891228,1.14560784874974,1.04998531469966,1.10446402719496,1.15894273969026,1.07388225043019,1.0535769101253,1.0332715698204
4,nursary_children_inclass,1.0,1.0,0.363461605702716,0.0883829978631581,0.0372717650598587,0.0229174245180065,0.0429331831210791,0.0754989463601388,0.101741251002913,0.1419561704913119,0.1796665200775269,0.233134003969012,0.287098295303241,0.366430297424977,0.429426723744353,0.52307030026706,0.55350131212381,0.5425628948736351,0.53162447762346,0.5281420466089001,0.52005194443825,0.5119618422676,0.513819041620555,0.510385219391132,0.50695139716171,0.5286783170189651,0.509381969811585,0.4900856226042059
5,nursary_teachers_to_children,1.0,1.0,0.363461605702716,0.0883829978631581,0.0372717650598587,0.0229174245180065,0.0429331831210791,0.0754989463601388,0.101741251002913,0.1419561704913119,0.1796665200775269,0.233134003969012,0.287098295303241,0.366430297424977,0.429426723744353,0.52307030026706,0.55350131212381,0.5425628948736351,0.53162447762346,0.5281420466089001,0.52005194443825,0.5119618422676,0.513819041620555,0.510385219391132,0.50695139716171,0.5286783170189651,0.509381969811585,0.4900856226042059
6,lower_elementary_children_inclass,1.0,1.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.7,0.7,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
7,lower_elementary_teachers_to_children,1.0,1.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.7,0.7,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
8,higher_elementary_children_inclass,1.0,1.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.7,0.7,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
