id,x,y,town,type,data
525,1008231.91,794217.19,Postoloprty,apartment,{}
526,1008174.09,794360.85,Postoloprty,apartment,{}
527,1008958.79,793581.76,Postoloprty,apartment,{}
528,1008967.69,793522.29,Postoloprty,apartment,{}
529,1008968.99,793513.4,Postoloprty,apartment,{}
530,1008973.76,793499.53,Postoloprty,apartment,{}
531,1008991.28,793490.64,Postoloprty,apartment,{}
532,1008992.83,793476.96,Postoloprty,apartment,{}
533,1008984.16,793434.95,Postoloprty,apartment,{}
534,1009040.27,793549.31,Postoloprty,apartment,{}
535,1008956.85,793390.96,Postoloprty,apartment,{}
536,1009030.09,793415.28,Postoloprty,apartment,{}
537,1009149.19,793461.18,Postoloprty,apartment,{}
538,1009119.45,793608.41,Postoloprty,apartment,{}
539,1009110.0,793641.22,Postoloprty,apartment,{}
540,1009051.23,793533.08,Postoloprty,apartment,{}
541,1009051.23,793533.08,Postoloprty,apartment,{}
542,1009061.95,793630.88,Postoloprty,apartment,{}
543,1009134.89,793668.62,Postoloprty,apartment,{}
544,1009070.51,793671.24,Postoloprty,apartment,{}
545,1009015.97,793631.1,Postoloprty,apartment,{}
546,1008996.85,793630.2,Postoloprty,apartment,{}
547,1009150.51,793684.29,Postoloprty,apartment,{}
548,1008929.33,793359.32,Postoloprty,apartment,{}
549,1008966.17,793392.48,Postoloprty,apartment,{}
550,1009167.31,793684.63,Postoloprty,apartment,{}
551,1009174.84,793690.42,Postoloprty,apartment,{}
552,1009050.26,793420.22,Postoloprty,apartment,{}
553,1009193.75,793703.16,Postoloprty,apartment,{}
554,1009229.67,793437.2,Postoloprty,apartment,{}
555,1009211.31,793710.88,Postoloprty,apartment,{}
556,1009109.11,793689.32,Postoloprty,apartment,{}
557,1009109.11,793689.32,Postoloprty,apartment,{}
558,1009003.88,793364.52,Postoloprty,apartment,{}
559,1008968.12,793360.62,Postoloprty,apartment,{}
560,1009173.12,793724.11,Postoloprty,apartment,{}
561,1009197.99,793733.76,Postoloprty,apartment,{}
562,1009222.72,793743.55,Postoloprty,apartment,{}
563,1009247.46,793755.1,Postoloprty,apartment,{}
564,1009069.12,793573.68,Postoloprty,apartment,{}
565,1008996.51,793399.63,Postoloprty,apartment,{}
566,1009041.56,793582.77,Postoloprty,apartment,{}
567,1009062.9,793591.33,Postoloprty,apartment,{}
568,1009087.23,793599.9,Postoloprty,apartment,{}
569,1009114.29,793671.16,Postoloprty,apartment,{}
570,1004504.15,791613.05,Postoloprty,apartment,{}
571,1004520.53,791649.83,Postoloprty,apartment,{}
572,1004543.94,791659.35,Postoloprty,apartment,{}
573,1004507.04,791690.53,Postoloprty,apartment,{}
574,1004492.69,791667.99,Postoloprty,apartment,{}
575,1004512.88,791738.52,Postoloprty,apartment,{}
576,1004484.72,791600.15,Postoloprty,apartment,{}
577,1004492.46,791582.03,Postoloprty,apartment,{}
578,1004487.52,791606.52,Postoloprty,apartment,{}
579,1004433.7,791553.58,Postoloprty,apartment,{}
580,1004425.27,791546.0,Postoloprty,apartment,{}
581,1004391.33,791532.09,Postoloprty,apartment,{}
582,1004409.55,791559.48,Postoloprty,apartment,{}
583,1004566.35,791624.82,Postoloprty,apartment,{}
584,1004374.1,791523.37,Postoloprty,apartment,{}
585,1004374.1,791523.37,Postoloprty,apartment,{}
586,1004553.87,791689.21,Postoloprty,apartment,{}
587,1004561.33,791577.87,Postoloprty,apartment,{}
588,1004561.11,791571.48,Postoloprty,apartment,{}
589,1004565.06,791647.49,Postoloprty,apartment,{}
590,1004369.92,791545.79,Postoloprty,apartment,{}
591,1004369.92,791545.79,Postoloprty,apartment,{}
592,1004535.5,791676.4,Postoloprty,apartment,{}
593,1004569.91,791549.58,Postoloprty,apartment,{}
594,1004553.74,791514.82,Postoloprty,apartment,{}
595,1004552.36,791497.73,Postoloprty,apartment,{}
596,1004400.44,791534.41,Postoloprty,apartment,{}
597,1004413.65,791536.94,Postoloprty,apartment,{}
598,1004450.1,791546.21,Postoloprty,apartment,{}
599,1004497.48,791505.76,Postoloprty,apartment,{}
600,1004509.78,791522.61,Postoloprty,apartment,{}
601,1004538.02,791717.5,Postoloprty,apartment,{}
602,1004481.76,791659.77,Postoloprty,apartment,{}
603,1005719.65,789367.79,Postoloprty,apartment,{}
604,1005719.65,789367.79,Postoloprty,apartment,{}
605,1005719.71,789355.15,Postoloprty,apartment,{}
606,1005719.71,789355.15,Postoloprty,apartment,{}
607,1005720.11,789341.97,Postoloprty,apartment,{}
608,1005720.11,789341.97,Postoloprty,apartment,{}
609,1005721.54,789326.96,Postoloprty,apartment,{}
610,1005723.81,789296.72,Postoloprty,apartment,{}
611,1005723.81,789296.72,Postoloprty,apartment,{}
612,1005723.81,789296.72,Postoloprty,apartment,{}
613,1005798.79,789173.4,Postoloprty,apartment,{}
614,1005832.17,789314.74,Postoloprty,apartment,{}
615,1005832.17,789314.74,Postoloprty,apartment,{}
616,1005832.17,789314.74,Postoloprty,apartment,{}
617,1005832.17,789314.74,Postoloprty,apartment,{}
618,1005832.17,789314.74,Postoloprty,apartment,{}
619,1005832.17,789314.74,Postoloprty,apartment,{}
620,1005832.17,789314.74,Postoloprty,apartment,{}
621,1005832.17,789314.74,Postoloprty,apartment,{}
622,1005832.17,789314.74,Postoloprty,apartment,{}
623,1005832.17,789314.74,Postoloprty,apartment,{}
624,1005832.17,789314.74,Postoloprty,apartment,{}
625,1005832.17,789314.74,Postoloprty,apartment,{}
626,1005832.17,789314.74,Postoloprty,apartment,{}
627,1005832.17,789314.74,Postoloprty,apartment,{}
628,1005832.17,789314.74,Postoloprty,apartment,{}
629,1005832.17,789314.74,Postoloprty,apartment,{}
630,1005832.17,789314.74,Postoloprty,apartment,{}
631,1005832.17,789314.74,Postoloprty,apartment,{}
632,1005814.73,789269.33,Postoloprty,apartment,{}
633,1005814.89,789255.22,Postoloprty,apartment,{}
634,1005820.36,789238.73,Postoloprty,apartment,{}
635,1005820.36,789238.73,Postoloprty,apartment,{}
636,1005820.36,789238.73,Postoloprty,apartment,{}
637,1005820.36,789238.73,Postoloprty,apartment,{}
638,1005819.92,789224.24,Postoloprty,apartment,{}
639,1005821.42,789213.65,Postoloprty,apartment,{}
640,1005823.12,789202.3,Postoloprty,apartment,{}
641,1005825.22,789138.16,Postoloprty,apartment,{}
642,1005827.58,789114.63,Postoloprty,apartment,{}
643,1005827.58,789114.63,Postoloprty,apartment,{}
644,1005806.52,789095.74,Postoloprty,apartment,{}
645,1005799.08,789119.63,Postoloprty,apartment,{}
646,1005764.64,789153.12,Postoloprty,apartment,{}
647,1005764.64,789153.12,Postoloprty,apartment,{}
648,1005764.64,789153.12,Postoloprty,apartment,{}
649,1005764.64,789153.12,Postoloprty,apartment,{}
650,1005764.64,789153.12,Postoloprty,apartment,{}
651,1005764.64,789153.12,Postoloprty,apartment,{}
652,1005764.64,789153.12,Postoloprty,apartment,{}
653,1005764.64,789153.12,Postoloprty,apartment,{}
654,1005764.64,789153.12,Postoloprty,apartment,{}
655,1005764.64,789153.12,Postoloprty,apartment,{}
656,1005764.64,789153.12,Postoloprty,apartment,{}
657,1005764.64,789153.12,Postoloprty,apartment,{}
658,1005764.64,789153.12,Postoloprty,apartment,{}
659,1005764.64,789153.12,Postoloprty,apartment,{}
660,1005705.58,789075.33,Postoloprty,apartment,{}
661,1005705.58,789075.33,Postoloprty,apartment,{}
662,1005708.94,789087.95,Postoloprty,apartment,{}
663,1005713.82,789099.17,Postoloprty,apartment,{}
664,1005726.55,789189.06,Postoloprty,apartment,{}
665,1005726.55,789189.06,Postoloprty,apartment,{}
666,1005726.55,789189.06,Postoloprty,apartment,{}
667,1005726.55,789189.06,Postoloprty,apartment,{}
668,1005737.71,789243.39,Postoloprty,apartment,{}
669,1005706.5,789244.37,Postoloprty,apartment,{}
670,1005706.5,789244.37,Postoloprty,apartment,{}
671,1005706.5,789244.37,Postoloprty,apartment,{}
672,1005697.38,789257.53,Postoloprty,apartment,{}
673,1005698.74,789270.7,Postoloprty,apartment,{}
674,1005691.04,789278.12,Postoloprty,apartment,{}
675,1005976.86,789803.08,Postoloprty,apartment,{}
676,1005304.2,790054.08,Postoloprty,apartment,{}
677,1005339.17,790055.42,Postoloprty,apartment,{}
678,1005329.48,790151.35,Postoloprty,apartment,{}
679,1005314.57,790176.11,Postoloprty,apartment,{}
680,1005679.36,789375.55,Postoloprty,apartment,{}
681,1005679.36,789375.55,Postoloprty,apartment,{}
682,1005676.97,789392.45,Postoloprty,apartment,{}
683,1005676.97,789392.45,Postoloprty,apartment,{}
684,1005675.13,789407.28,Postoloprty,apartment,{}
685,1005675.13,789407.28,Postoloprty,apartment,{}
686,1005667.62,789465.62,Postoloprty,apartment,{}
687,1005668.18,789478.31,Postoloprty,apartment,{}
688,1005665.94,789495.93,Postoloprty,apartment,{}
689,1005665.94,789495.93,Postoloprty,apartment,{}
690,1005663.56,789515.5,Postoloprty,apartment,{}
691,1005663.56,789515.5,Postoloprty,apartment,{}
692,1005664.42,789528.67,Postoloprty,apartment,{}
693,1005661.05,789535.41,Postoloprty,apartment,{}
694,1005662.04,789547.91,Postoloprty,apartment,{}
695,1005656.63,789569.13,Postoloprty,apartment,{}
696,1005652.31,789585.67,Postoloprty,apartment,{}
697,1005652.31,789585.67,Postoloprty,apartment,{}
698,1005629.66,789610.21,Postoloprty,apartment,{}
699,1005630.4,789623.96,Postoloprty,apartment,{}
700,1005611.18,789653.07,Postoloprty,apartment,{}
701,1005605.9,789666.99,Postoloprty,apartment,{}
702,1005600.6,789680.57,Postoloprty,apartment,{}
703,1005600.6,789680.57,Postoloprty,apartment,{}
704,1005592.57,789697.63,Postoloprty,apartment,{}
705,1005592.57,789697.63,Postoloprty,apartment,{}
706,1005592.58,789713.31,Postoloprty,apartment,{}
707,1005592.58,789713.31,Postoloprty,apartment,{}
708,1005592.58,789713.31,Postoloprty,apartment,{}
709,1005966.67,789840.15,Postoloprty,apartment,{}
710,1006465.71,790087.57,Postoloprty,apartment,{}
711,1006465.71,790087.57,Postoloprty,apartment,{}
712,1005981.52,789897.49,Postoloprty,apartment,{}
713,1005657.78,789659.4,Postoloprty,apartment,{}
714,1005671.17,789613.54,Postoloprty,apartment,{}
715,1005671.17,789613.54,Postoloprty,apartment,{}
716,1005671.17,789613.54,Postoloprty,apartment,{}
717,1005680.86,789581.38,Postoloprty,apartment,{}
718,1005394.77,790060.01,Postoloprty,apartment,{}
719,1005716.24,789541.78,Postoloprty,apartment,{}
720,1005730.45,789542.48,Postoloprty,apartment,{}
721,1005744.58,789544.41,Postoloprty,apartment,{}
722,1005744.58,789544.41,Postoloprty,apartment,{}
723,1005760.8,789545.27,Postoloprty,apartment,{}
724,1005815.69,789596.48,Postoloprty,apartment,{}
725,1005815.69,789596.48,Postoloprty,apartment,{}
726,1005861.7,789566.5,Postoloprty,apartment,{}
727,1005908.96,789565.97,Postoloprty,apartment,{}
728,1005898.82,789561.39,Postoloprty,apartment,{}
729,1005890.82,789565.17,Postoloprty,apartment,{}
730,1005867.8,789547.33,Postoloprty,apartment,{}
731,1005878.55,789549.07,Postoloprty,apartment,{}
732,1005365.0,790066.65,Postoloprty,apartment,{}
733,1005884.05,789532.52,Postoloprty,apartment,{}
734,1005892.77,789531.22,Postoloprty,apartment,{}
735,1005898.71,789528.04,Postoloprty,apartment,{}
736,1005908.74,789526.09,Postoloprty,apartment,{}
737,1005868.17,789520.16,Postoloprty,apartment,{}
738,1005795.61,789479.88,Postoloprty,apartment,{}
739,1005723.4,789520.94,Postoloprty,apartment,{}
740,1005723.4,789520.94,Postoloprty,apartment,{}
741,1005723.4,789520.94,Postoloprty,apartment,{}
742,1005723.4,789520.94,Postoloprty,apartment,{}
743,1005709.17,789521.43,Postoloprty,apartment,{}
744,1005709.17,789521.43,Postoloprty,apartment,{}
745,1005709.17,789521.43,Postoloprty,apartment,{}
746,1005709.17,789521.43,Postoloprty,apartment,{}
747,1005931.17,789592.96,Postoloprty,apartment,{}
748,1005931.17,789592.96,Postoloprty,apartment,{}
749,1005931.17,789592.96,Postoloprty,apartment,{}
750,1005931.17,789592.96,Postoloprty,apartment,{}
751,1005724.77,789202.27,Postoloprty,apartment,{}
752,1005802.56,789108.61,Postoloprty,apartment,{}
753,1005533.7,789863.29,Postoloprty,apartment,{}
754,1005533.7,789863.29,Postoloprty,apartment,{}
755,1005528.38,789877.86,Postoloprty,apartment,{}
756,1005864.76,789540.77,Postoloprty,apartment,{}
757,1005589.88,789793.35,Postoloprty,apartment,{}
758,1005589.88,789793.35,Postoloprty,apartment,{}
759,1005589.88,789793.35,Postoloprty,apartment,{}
760,1005589.88,789793.35,Postoloprty,apartment,{}
761,1005589.88,789793.35,Postoloprty,apartment,{}
762,1005584.24,789809.84,Postoloprty,apartment,{}
763,1005584.24,789809.84,Postoloprty,apartment,{}
764,1005584.24,789809.84,Postoloprty,apartment,{}
765,1005578.66,789827.16,Postoloprty,apartment,{}
766,1005578.66,789827.16,Postoloprty,apartment,{}
767,1005578.66,789827.16,Postoloprty,apartment,{}
768,1005578.66,789827.16,Postoloprty,apartment,{}
769,1005573.41,789840.83,Postoloprty,apartment,{}
770,1005573.41,789840.83,Postoloprty,apartment,{}
771,1005573.41,789840.83,Postoloprty,apartment,{}
772,1005974.48,789660.17,Postoloprty,apartment,{}
773,1005974.48,789660.17,Postoloprty,apartment,{}
774,1005916.19,789522.7,Postoloprty,apartment,{}
775,1006119.4,789294.05,Postoloprty,apartment,{}
776,1005978.82,789669.78,Postoloprty,apartment,{}
777,1005675.27,789790.53,Postoloprty,apartment,{}
778,1005675.27,789790.53,Postoloprty,apartment,{}
779,1005831.47,789104.13,Postoloprty,apartment,{}
780,1005961.94,789631.32,Postoloprty,apartment,{}
781,1005678.68,789803.81,Postoloprty,apartment,{}
782,1005568.08,789853.85,Postoloprty,apartment,{}
783,1005568.08,789853.85,Postoloprty,apartment,{}
784,1005568.08,789853.85,Postoloprty,apartment,{}
785,1005568.08,789853.85,Postoloprty,apartment,{}
786,1005791.08,789516.38,Postoloprty,apartment,{}
787,1005791.08,789516.38,Postoloprty,apartment,{}
788,1005711.83,790011.42,Postoloprty,apartment,{}
789,1005711.83,790011.42,Postoloprty,apartment,{}
790,1005711.83,790011.42,Postoloprty,apartment,{}
791,1005711.83,790011.42,Postoloprty,apartment,{}
792,1005711.83,790011.42,Postoloprty,apartment,{}
793,1005711.83,790011.42,Postoloprty,apartment,{}
794,1006009.73,788876.65,Postoloprty,apartment,{}
795,1005932.98,789635.0,Postoloprty,apartment,{}
796,1005940.84,789640.57,Postoloprty,apartment,{}
797,1005949.38,789659.32,Postoloprty,apartment,{}
798,1005955.67,789672.34,Postoloprty,apartment,{}
799,1005597.61,789774.31,Postoloprty,apartment,{}
800,1005597.61,789774.31,Postoloprty,apartment,{}
801,1005597.61,789774.31,Postoloprty,apartment,{}
802,1005597.61,789774.31,Postoloprty,apartment,{}
803,1005597.61,789774.31,Postoloprty,apartment,{}
804,1005867.31,789575.74,Postoloprty,apartment,{}
805,1005563.16,789868.93,Postoloprty,apartment,{}
806,1005563.16,789868.93,Postoloprty,apartment,{}
807,1005563.16,789868.93,Postoloprty,apartment,{}
808,1005480.91,790018.63,Postoloprty,apartment,{}
809,1005480.91,790018.63,Postoloprty,apartment,{}
810,1005480.91,790018.63,Postoloprty,apartment,{}
811,1005480.91,790018.63,Postoloprty,apartment,{}
812,1005480.91,790018.63,Postoloprty,apartment,{}
813,1005473.38,790038.29,Postoloprty,apartment,{}
814,1005473.38,790038.29,Postoloprty,apartment,{}
815,1005473.38,790038.29,Postoloprty,apartment,{}
816,1005473.38,790038.29,Postoloprty,apartment,{}
817,1005473.38,790038.29,Postoloprty,apartment,{}
818,1005961.18,789681.27,Postoloprty,apartment,{}
819,1005965.37,789691.48,Postoloprty,apartment,{}
820,1005540.38,789848.53,Postoloprty,apartment,{}
821,1005693.69,789863.24,Postoloprty,apartment,{}
822,1005690.85,789852.57,Postoloprty,apartment,{}
823,1005690.85,789852.57,Postoloprty,apartment,{}
824,1005837.47,789094.37,Postoloprty,apartment,{}
825,1005826.93,789126.46,Postoloprty,apartment,{}
826,1005471.62,789862.8,Postoloprty,apartment,{}
827,1005744.21,789216.0,Postoloprty,apartment,{}
828,1005744.21,789216.0,Postoloprty,apartment,{}
829,1005744.21,789216.0,Postoloprty,apartment,{}
830,1005744.21,789216.0,Postoloprty,apartment,{}
831,1005696.92,789874.54,Postoloprty,apartment,{}
832,1005463.46,789884.85,Postoloprty,apartment,{}
833,1005687.86,789841.25,Postoloprty,apartment,{}
834,1005683.3,789816.75,Postoloprty,apartment,{}
835,1005686.83,789830.42,Postoloprty,apartment,{}
836,1005524.11,789890.98,Postoloprty,apartment,{}
837,1005946.06,789651.74,Postoloprty,apartment,{}
838,1005703.14,789885.86,Postoloprty,apartment,{}
839,1005483.16,789884.61,Postoloprty,apartment,{}
840,1005479.51,789893.79,Postoloprty,apartment,{}
841,1005455.51,789906.35,Postoloprty,apartment,{}
842,1005928.65,789626.33,Postoloprty,apartment,{}
843,1005476.97,789901.49,Postoloprty,apartment,{}
844,1005468.87,789871.28,Postoloprty,apartment,{}
845,1005700.73,789797.19,Postoloprty,apartment,{}
846,1005706.6,789822.59,Postoloprty,apartment,{}
847,1005703.95,789810.31,Postoloprty,apartment,{}
848,1005703.95,789810.31,Postoloprty,apartment,{}
849,1005711.33,789844.83,Postoloprty,apartment,{}
850,1005719.71,789872.93,Postoloprty,apartment,{}
851,1005697.8,789786.44,Postoloprty,apartment,{}
852,1005727.67,789905.73,Postoloprty,apartment,{}
853,1005439.58,789923.38,Postoloprty,apartment,{}
854,1005982.11,789677.18,Postoloprty,apartment,{}
855,1005549.22,789945.73,Postoloprty,apartment,{}
856,1005544.91,789938.12,Postoloprty,apartment,{}
857,1005461.38,789894.54,Postoloprty,apartment,{}
858,1005709.95,789834.43,Postoloprty,apartment,{}
859,1005717.19,789862.74,Postoloprty,apartment,{}
860,1005922.86,789615.36,Postoloprty,apartment,{}
861,1005722.22,789882.84,Postoloprty,apartment,{}
862,1005485.03,790003.36,Postoloprty,apartment,{}
863,1005489.36,789992.63,Postoloprty,apartment,{}
864,1005489.36,789992.63,Postoloprty,apartment,{}
865,1005489.36,789992.63,Postoloprty,apartment,{}
866,1005474.16,789908.93,Postoloprty,apartment,{}
867,1005471.55,789917.14,Postoloprty,apartment,{}
868,1005478.14,789929.08,Postoloprty,apartment,{}
869,1005723.9,789891.36,Postoloprty,apartment,{}
870,1005367.46,789752.64,Postoloprty,apartment,{}
871,1005713.73,789154.73,Postoloprty,apartment,{}
872,1005700.82,789143.13,Postoloprty,apartment,{}
873,1005685.15,789129.71,Postoloprty,apartment,{}
874,1005711.26,789120.57,Postoloprty,apartment,{}
875,1005720.17,789127.77,Postoloprty,apartment,{}
876,1005728.63,789131.53,Postoloprty,apartment,{}
877,1005728.63,789131.53,Postoloprty,apartment,{}
878,1005660.66,789069.0,Postoloprty,apartment,{}
879,1005628.15,789078.7,Postoloprty,apartment,{}
880,1005628.15,789078.7,Postoloprty,apartment,{}
881,1005506.43,789934.69,Postoloprty,apartment,{}
882,1005494.82,789931.62,Postoloprty,apartment,{}
883,1005485.96,789929.4,Postoloprty,apartment,{}
884,1005969.11,789699.62,Postoloprty,apartment,{}
885,1005497.25,789970.65,Postoloprty,apartment,{}
886,1005943.56,789646.45,Postoloprty,apartment,{}
887,1005417.64,789943.38,Postoloprty,apartment,{}
888,1005417.64,789943.38,Postoloprty,apartment,{}
889,1005493.32,789980.67,Postoloprty,apartment,{}
890,1005493.32,789980.67,Postoloprty,apartment,{}
891,1005493.32,789980.67,Postoloprty,apartment,{}
892,1005658.42,789668.49,Postoloprty,apartment,{}
893,1005501.36,789958.79,Postoloprty,apartment,{}
894,1005501.36,789958.79,Postoloprty,apartment,{}
895,1005680.47,789887.54,Postoloprty,apartment,{}
896,1005680.47,789887.54,Postoloprty,apartment,{}
897,1005594.26,789887.29,Postoloprty,apartment,{}
898,1005594.26,789887.29,Postoloprty,apartment,{}
899,1005594.26,789887.29,Postoloprty,apartment,{}
900,1005594.26,789887.29,Postoloprty,apartment,{}
901,1005621.28,789887.06,Postoloprty,apartment,{}
902,1005621.28,789887.06,Postoloprty,apartment,{}
903,1005621.28,789887.06,Postoloprty,apartment,{}
904,1005621.28,789887.06,Postoloprty,apartment,{}
905,1005668.67,789886.91,Postoloprty,apartment,{}
906,1005560.2,789886.93,Postoloprty,apartment,{}
907,1005560.2,789886.93,Postoloprty,apartment,{}
908,1005560.2,789886.93,Postoloprty,apartment,{}
909,1005560.2,789886.93,Postoloprty,apartment,{}
910,1005580.06,789889.17,Postoloprty,apartment,{}
911,1005557.48,789956.45,Postoloprty,apartment,{}
912,1005656.46,789886.37,Postoloprty,apartment,{}
913,1005612.36,789975.48,Postoloprty,apartment,{}
914,1005612.36,789975.48,Postoloprty,apartment,{}
915,1005612.36,789975.48,Postoloprty,apartment,{}
916,1005612.36,789975.48,Postoloprty,apartment,{}
917,1005603.57,789961.23,Postoloprty,apartment,{}
918,1005603.57,789961.23,Postoloprty,apartment,{}
919,1005603.57,789961.23,Postoloprty,apartment,{}
920,1005436.69,789942.78,Postoloprty,apartment,{}
921,1005647.73,789887.26,Postoloprty,apartment,{}
922,1005647.73,789887.26,Postoloprty,apartment,{}
923,1005641.54,789911.14,Postoloprty,apartment,{}
924,1005641.54,789911.14,Postoloprty,apartment,{}
925,1005641.54,789911.14,Postoloprty,apartment,{}
926,1005641.54,789911.14,Postoloprty,apartment,{}
927,1005683.98,789336.14,Postoloprty,apartment,{}
928,1005683.98,789336.14,Postoloprty,apartment,{}
929,1005683.98,789336.14,Postoloprty,apartment,{}
930,1005581.27,789924.81,Postoloprty,apartment,{}
931,1005581.27,789924.81,Postoloprty,apartment,{}
932,1005581.27,789924.81,Postoloprty,apartment,{}
933,1005581.27,789924.81,Postoloprty,apartment,{}
934,1005593.23,789944.31,Postoloprty,apartment,{}
935,1005593.23,789944.31,Postoloprty,apartment,{}
936,1005593.23,789944.31,Postoloprty,apartment,{}
937,1005593.23,789944.31,Postoloprty,apartment,{}
938,1005616.0,789910.78,Postoloprty,apartment,{}
939,1005624.63,789909.96,Postoloprty,apartment,{}
940,1005631.7,789910.7,Postoloprty,apartment,{}
941,1005607.06,789910.33,Postoloprty,apartment,{}
942,1005616.47,789401.48,Postoloprty,apartment,{}
943,1005459.79,790066.91,Postoloprty,apartment,{}
944,1005459.79,790066.91,Postoloprty,apartment,{}
945,1005602.39,789400.19,Postoloprty,apartment,{}
946,1005602.39,789400.19,Postoloprty,apartment,{}
947,1005651.71,789910.84,Postoloprty,apartment,{}
948,1005621.71,789992.83,Postoloprty,apartment,{}
949,1005621.71,789992.83,Postoloprty,apartment,{}
950,1005621.71,789992.83,Postoloprty,apartment,{}
951,1005621.71,789992.83,Postoloprty,apartment,{}
952,1005659.32,789910.77,Postoloprty,apartment,{}
953,1005659.32,789910.77,Postoloprty,apartment,{}
954,1005592.64,789396.96,Postoloprty,apartment,{}
955,1005592.64,789396.96,Postoloprty,apartment,{}
956,1005498.66,790066.0,Postoloprty,apartment,{}
957,1005731.42,789698.93,Postoloprty,apartment,{}
958,1005731.42,789698.93,Postoloprty,apartment,{}
959,1005731.42,789698.93,Postoloprty,apartment,{}
960,1005731.42,789698.93,Postoloprty,apartment,{}
961,1005731.42,789698.93,Postoloprty,apartment,{}
962,1005731.42,789698.93,Postoloprty,apartment,{}
963,1005731.42,789698.93,Postoloprty,apartment,{}
964,1005666.69,789910.47,Postoloprty,apartment,{}
965,1005674.37,789910.63,Postoloprty,apartment,{}
966,1005416.64,789907.46,Postoloprty,apartment,{}
967,1005572.45,789396.05,Postoloprty,apartment,{}
968,1005572.45,789396.05,Postoloprty,apartment,{}
969,1005682.26,789911.15,Postoloprty,apartment,{}
970,1005690.31,789909.75,Postoloprty,apartment,{}
971,1005697.25,789910.19,Postoloprty,apartment,{}
972,1005702.9,789908.72,Postoloprty,apartment,{}
973,1005562.17,789416.93,Postoloprty,apartment,{}
974,1005662.94,790004.53,Postoloprty,apartment,{}
975,1005654.7,790009.34,Postoloprty,apartment,{}
976,1005551.37,789415.56,Postoloprty,apartment,{}
977,1005551.37,789415.56,Postoloprty,apartment,{}
978,1005710.08,789941.15,Postoloprty,apartment,{}
979,1005791.34,789902.1,Postoloprty,apartment,{}
980,1005539.42,789391.74,Postoloprty,apartment,{}
981,1005539.42,789391.74,Postoloprty,apartment,{}
982,1005539.42,789391.74,Postoloprty,apartment,{}
983,1005539.42,789391.74,Postoloprty,apartment,{}
984,1005539.42,789391.74,Postoloprty,apartment,{}
985,1005539.42,789391.74,Postoloprty,apartment,{}
986,1005539.42,789391.74,Postoloprty,apartment,{}
987,1005539.42,789391.74,Postoloprty,apartment,{}
988,1005539.42,789391.74,Postoloprty,apartment,{}
989,1005539.42,789391.74,Postoloprty,apartment,{}
990,1005710.6,789924.57,Postoloprty,apartment,{}
991,1005538.9,789414.42,Postoloprty,apartment,{}
992,1005538.9,789414.42,Postoloprty,apartment,{}
993,1005753.31,789905.73,Postoloprty,apartment,{}
994,1005713.56,789954.88,Postoloprty,apartment,{}
995,1005756.2,789931.18,Postoloprty,apartment,{}
996,1005756.2,789931.18,Postoloprty,apartment,{}
997,1005710.8,789912.27,Postoloprty,apartment,{}
998,1005748.25,789200.08,Postoloprty,apartment,{}
999,1006030.32,790237.93,Postoloprty,apartment,{}
1000,1005985.75,790251.02,Postoloprty,apartment,{}
1001,1005985.75,790251.02,Postoloprty,apartment,{}
1002,1005920.66,790269.48,Postoloprty,apartment,{}
1003,1005931.59,790267.93,Postoloprty,apartment,{}
1004,1005833.58,789921.65,Postoloprty,apartment,{}
1005,1006013.18,790100.93,Postoloprty,apartment,{}
1006,1005965.11,790257.62,Postoloprty,apartment,{}
1007,1005998.64,790247.1,Postoloprty,apartment,{}
1008,1005711.4,789972.89,Postoloprty,apartment,{}
1009,1005785.87,789926.03,Postoloprty,apartment,{}
1010,1005739.51,790006.41,Postoloprty,apartment,{}
1011,1005739.51,790006.41,Postoloprty,apartment,{}
1012,1005739.51,790006.41,Postoloprty,apartment,{}
1013,1005739.51,790006.41,Postoloprty,apartment,{}
1014,1005739.51,790006.41,Postoloprty,apartment,{}
1015,1005739.51,790006.41,Postoloprty,apartment,{}
1016,1005739.51,790006.41,Postoloprty,apartment,{}
1017,1005780.11,789903.59,Postoloprty,apartment,{}
1018,1006051.18,790234.73,Postoloprty,apartment,{}
1019,1005066.56,790203.1,Postoloprty,apartment,{}
1020,1005953.8,790260.05,Postoloprty,apartment,{}
1021,1005532.95,789436.42,Postoloprty,apartment,{}
1022,1006014.69,789718.03,Postoloprty,apartment,{}
1023,1005526.55,789390.83,Postoloprty,apartment,{}
1024,1005526.55,789390.83,Postoloprty,apartment,{}
1025,1005526.55,789390.83,Postoloprty,apartment,{}
1026,1005526.55,789390.83,Postoloprty,apartment,{}
1027,1005526.55,789390.83,Postoloprty,apartment,{}
1028,1005752.55,789961.58,Postoloprty,apartment,{}
1029,1005752.55,789961.58,Postoloprty,apartment,{}
1030,1006006.6,790364.88,Postoloprty,apartment,{}
1031,1006055.98,790341.15,Postoloprty,apartment,{}
1032,1005090.57,789117.88,Postoloprty,apartment,{}
1033,1005976.52,789754.19,Postoloprty,apartment,{}
1034,1005803.22,790019.13,Postoloprty,apartment,{}
1035,1006032.1,790357.91,Postoloprty,apartment,{}
1036,1006154.63,790595.21,Postoloprty,apartment,{}
1037,1005978.32,789781.72,Postoloprty,apartment,{}
1038,1005975.62,789744.97,Postoloprty,apartment,{}
1039,1005765.98,790032.28,Postoloprty,apartment,{}
1040,1005765.98,790032.28,Postoloprty,apartment,{}
