id,x,y,town,type,data
1041,1005761.0,790024.34,Postoloprty,apartment,{}
1042,1005761.0,790024.34,Postoloprty,apartment,{}
1043,1005978.59,789772.53,Postoloprty,apartment,{}
1044,1005515.94,789388.9,Postoloprty,apartment,{}
1045,1005770.46,789990.97,Postoloprty,apartment,{}
1046,1005770.46,789990.97,Postoloprty,apartment,{}
1047,1005770.46,789990.97,Postoloprty,apartment,{}
1048,1005770.46,789990.97,Postoloprty,apartment,{}
1049,1005770.46,789990.97,Postoloprty,apartment,{}
1050,1005770.46,789990.97,Postoloprty,apartment,{}
1051,1005421.3,790033.96,Postoloprty,apartment,{}
1052,1005994.15,790366.74,Postoloprty,apartment,{}
1053,1006015.96,789709.01,Postoloprty,apartment,{}
1054,1005409.07,790031.71,Postoloprty,apartment,{}
1055,1006017.16,789699.31,Postoloprty,apartment,{}
1056,1005078.93,789114.81,Postoloprty,apartment,{}
1057,1006012.87,789736.75,Postoloprty,apartment,{}
1058,1006011.18,789756.53,Postoloprty,apartment,{}
1059,1005393.15,789974.98,Postoloprty,apartment,{}
1060,1005395.78,790030.15,Postoloprty,apartment,{}
1061,1006015.1,790112.45,Postoloprty,apartment,{}
1062,1006005.99,789809.77,Postoloprty,apartment,{}
1063,1005681.78,790031.06,Postoloprty,apartment,{}
1064,1005681.78,790031.06,Postoloprty,apartment,{}
1065,1005784.56,790007.72,Postoloprty,apartment,{}
1066,1005784.56,790007.72,Postoloprty,apartment,{}
1067,1006006.79,789764.28,Postoloprty,apartment,{}
1068,1006001.57,789782.91,Postoloprty,apartment,{}
1069,1005572.43,789418.47,Postoloprty,apartment,{}
1070,1005572.43,789418.47,Postoloprty,apartment,{}
1071,1005431.62,789254.03,Postoloprty,apartment,{}
1072,1006018.86,789649.16,Postoloprty,apartment,{}
1073,1005680.83,789320.5,Postoloprty,apartment,{}
1074,1005436.75,790231.79,Postoloprty,apartment,{}
1075,1005926.52,790383.28,Postoloprty,apartment,{}
1076,1005926.52,790383.28,Postoloprty,apartment,{}
1077,1005413.53,789369.96,Postoloprty,apartment,{}
1078,1005430.05,789263.9,Postoloprty,apartment,{}
1079,1005952.06,789666.02,Postoloprty,apartment,{}
1080,1005465.94,789877.93,Postoloprty,apartment,{}
1081,1006037.17,789657.73,Postoloprty,apartment,{}
1082,1005431.09,789923.38,Postoloprty,apartment,{}
1083,1005502.87,789424.16,Postoloprty,apartment,{}
1084,1005502.87,789424.16,Postoloprty,apartment,{}
1085,1005502.87,789424.16,Postoloprty,apartment,{}
1086,1005502.87,789424.16,Postoloprty,apartment,{}
1087,1005502.87,789424.16,Postoloprty,apartment,{}
1088,1005502.87,789424.16,Postoloprty,apartment,{}
1089,1005502.87,789424.16,Postoloprty,apartment,{}
1090,1005502.87,789424.16,Postoloprty,apartment,{}
1091,1005505.49,789466.67,Postoloprty,apartment,{}
1092,1005505.49,789466.67,Postoloprty,apartment,{}
1093,1005505.49,789466.67,Postoloprty,apartment,{}
1094,1005505.49,789466.67,Postoloprty,apartment,{}
1095,1005876.81,790220.13,Postoloprty,apartment,{}
1096,1005876.81,790220.13,Postoloprty,apartment,{}
1097,1005876.81,790220.13,Postoloprty,apartment,{}
1098,1005876.81,790220.13,Postoloprty,apartment,{}
1099,1005876.81,790220.13,Postoloprty,apartment,{}
1100,1005876.81,790220.13,Postoloprty,apartment,{}
1101,1005876.81,790220.13,Postoloprty,apartment,{}
1102,1005876.81,790220.13,Postoloprty,apartment,{}
1103,1005876.81,790220.13,Postoloprty,apartment,{}
1104,1005876.81,790220.13,Postoloprty,apartment,{}
1105,1005876.81,790220.13,Postoloprty,apartment,{}
1106,1005876.81,790220.13,Postoloprty,apartment,{}
1107,1005876.81,790220.13,Postoloprty,apartment,{}
1108,1005876.81,790220.13,Postoloprty,apartment,{}
1109,1005876.81,790220.13,Postoloprty,apartment,{}
1110,1005876.81,790220.13,Postoloprty,apartment,{}
1111,1005876.81,790220.13,Postoloprty,apartment,{}
1112,1005876.81,790220.13,Postoloprty,apartment,{}
1113,1005876.81,790220.13,Postoloprty,apartment,{}
1114,1005876.81,790220.13,Postoloprty,apartment,{}
1115,1005876.81,790220.13,Postoloprty,apartment,{}
1116,1005876.81,790220.13,Postoloprty,apartment,{}
1117,1005876.81,790220.13,Postoloprty,apartment,{}
1118,1005876.81,790220.13,Postoloprty,apartment,{}
1119,1005876.81,790220.13,Postoloprty,apartment,{}
1120,1005876.81,790220.13,Postoloprty,apartment,{}
1121,1005876.81,790220.13,Postoloprty,apartment,{}
1122,1005876.81,790220.13,Postoloprty,apartment,{}
1123,1005876.81,790220.13,Postoloprty,apartment,{}
1124,1005876.81,790220.13,Postoloprty,apartment,{}
1125,1005876.81,790220.13,Postoloprty,apartment,{}
1126,1005876.81,790220.13,Postoloprty,apartment,{}
1127,1005876.81,790220.13,Postoloprty,apartment,{}
1128,1005876.81,790220.13,Postoloprty,apartment,{}
1129,1005876.81,790220.13,Postoloprty,apartment,{}
1130,1005876.81,790220.13,Postoloprty,apartment,{}
1131,1005876.81,790220.13,Postoloprty,apartment,{}
1132,1005876.81,790220.13,Postoloprty,apartment,{}
1133,1005876.81,790220.13,Postoloprty,apartment,{}
1134,1005876.81,790220.13,Postoloprty,apartment,{}
1135,1005876.81,790220.13,Postoloprty,apartment,{}
1136,1005876.81,790220.13,Postoloprty,apartment,{}
1137,1005876.81,790220.13,Postoloprty,apartment,{}
1138,1005876.81,790220.13,Postoloprty,apartment,{}
1139,1005876.81,790220.13,Postoloprty,apartment,{}
1140,1005876.81,790220.13,Postoloprty,apartment,{}
1141,1005876.81,790220.13,Postoloprty,apartment,{}
1142,1005876.81,790220.13,Postoloprty,apartment,{}
1143,1005876.81,790220.13,Postoloprty,apartment,{}
1144,1005876.81,790220.13,Postoloprty,apartment,{}
1145,1005876.81,790220.13,Postoloprty,apartment,{}
1146,1005876.81,790220.13,Postoloprty,apartment,{}
1147,1005876.81,790220.13,Postoloprty,apartment,{}
1148,1005876.81,790220.13,Postoloprty,apartment,{}
1149,1005876.81,790220.13,Postoloprty,apartment,{}
1150,1005876.81,790220.13,Postoloprty,apartment,{}
1151,1005960.75,790214.76,Postoloprty,apartment,{}
1152,1005960.75,790214.76,Postoloprty,apartment,{}
1153,1005960.75,790214.76,Postoloprty,apartment,{}
1154,1005960.75,790214.76,Postoloprty,apartment,{}
1155,1005960.75,790214.76,Postoloprty,apartment,{}
1156,1005960.75,790214.76,Postoloprty,apartment,{}
1157,1005960.75,790214.76,Postoloprty,apartment,{}
1158,1005960.75,790214.76,Postoloprty,apartment,{}
1159,1005960.75,790214.76,Postoloprty,apartment,{}
1160,1005960.75,790214.76,Postoloprty,apartment,{}
1161,1005960.75,790214.76,Postoloprty,apartment,{}
1162,1005960.75,790214.76,Postoloprty,apartment,{}
1163,1005960.75,790214.76,Postoloprty,apartment,{}
1164,1005960.75,790214.76,Postoloprty,apartment,{}
1165,1005960.75,790214.76,Postoloprty,apartment,{}
1166,1005960.75,790214.76,Postoloprty,apartment,{}
1167,1005960.75,790214.76,Postoloprty,apartment,{}
1168,1005960.75,790214.76,Postoloprty,apartment,{}
1169,1005960.75,790214.76,Postoloprty,apartment,{}
1170,1005960.75,790214.76,Postoloprty,apartment,{}
1171,1005960.75,790214.76,Postoloprty,apartment,{}
1172,1005960.75,790214.76,Postoloprty,apartment,{}
1173,1005960.75,790214.76,Postoloprty,apartment,{}
1174,1005960.75,790214.76,Postoloprty,apartment,{}
1175,1005960.75,790214.76,Postoloprty,apartment,{}
1176,1005960.75,790214.76,Postoloprty,apartment,{}
1177,1005960.75,790214.76,Postoloprty,apartment,{}
1178,1005960.75,790214.76,Postoloprty,apartment,{}
1179,1005960.75,790214.76,Postoloprty,apartment,{}
1180,1005960.75,790214.76,Postoloprty,apartment,{}
1181,1005960.75,790214.76,Postoloprty,apartment,{}
1182,1005960.75,790214.76,Postoloprty,apartment,{}
1183,1005960.75,790214.76,Postoloprty,apartment,{}
1184,1005960.75,790214.76,Postoloprty,apartment,{}
1185,1005960.75,790214.76,Postoloprty,apartment,{}
1186,1005960.75,790214.76,Postoloprty,apartment,{}
1187,1005960.75,790214.76,Postoloprty,apartment,{}
1188,1005960.75,790214.76,Postoloprty,apartment,{}
1189,1005960.75,790214.76,Postoloprty,apartment,{}
1190,1005960.75,790214.76,Postoloprty,apartment,{}
1191,1005960.75,790214.76,Postoloprty,apartment,{}
1192,1005960.75,790214.76,Postoloprty,apartment,{}
1193,1005960.75,790214.76,Postoloprty,apartment,{}
1194,1005960.75,790214.76,Postoloprty,apartment,{}
1195,1005960.75,790214.76,Postoloprty,apartment,{}
1196,1005960.75,790214.76,Postoloprty,apartment,{}
1197,1005960.75,790214.76,Postoloprty,apartment,{}
1198,1005960.75,790214.76,Postoloprty,apartment,{}
1199,1005960.75,790214.76,Postoloprty,apartment,{}
1200,1005960.75,790214.76,Postoloprty,apartment,{}
1201,1005960.75,790214.76,Postoloprty,apartment,{}
1202,1005960.75,790214.76,Postoloprty,apartment,{}
1203,1005960.75,790214.76,Postoloprty,apartment,{}
1204,1005960.75,790214.76,Postoloprty,apartment,{}
1205,1005960.75,790214.76,Postoloprty,apartment,{}
1206,1005960.75,790214.76,Postoloprty,apartment,{}
1207,1006022.46,790178.89,Postoloprty,apartment,{}
1208,1006022.46,790178.89,Postoloprty,apartment,{}
1209,1006022.46,790178.89,Postoloprty,apartment,{}
1210,1006022.46,790178.89,Postoloprty,apartment,{}
1211,1006022.46,790178.89,Postoloprty,apartment,{}
1212,1006022.46,790178.89,Postoloprty,apartment,{}
1213,1006022.46,790178.89,Postoloprty,apartment,{}
1214,1006022.46,790178.89,Postoloprty,apartment,{}
1215,1006022.46,790178.89,Postoloprty,apartment,{}
1216,1006022.46,790178.89,Postoloprty,apartment,{}
1217,1006022.46,790178.89,Postoloprty,apartment,{}
1218,1006022.46,790178.89,Postoloprty,apartment,{}
1219,1006022.46,790178.89,Postoloprty,apartment,{}
1220,1006022.46,790178.89,Postoloprty,apartment,{}
1221,1006022.46,790178.89,Postoloprty,apartment,{}
1222,1006022.46,790178.89,Postoloprty,apartment,{}
1223,1006022.46,790178.89,Postoloprty,apartment,{}
1224,1006022.46,790178.89,Postoloprty,apartment,{}
1225,1006022.46,790178.89,Postoloprty,apartment,{}
1226,1006022.46,790178.89,Postoloprty,apartment,{}
1227,1006022.46,790178.89,Postoloprty,apartment,{}
1228,1006022.46,790178.89,Postoloprty,apartment,{}
1229,1006022.46,790178.89,Postoloprty,apartment,{}
1230,1006022.46,790178.89,Postoloprty,apartment,{}
1231,1006022.46,790178.89,Postoloprty,apartment,{}
1232,1006022.46,790178.89,Postoloprty,apartment,{}
1233,1006022.46,790178.89,Postoloprty,apartment,{}
1234,1006022.46,790178.89,Postoloprty,apartment,{}
1235,1006022.46,790178.89,Postoloprty,apartment,{}
1236,1006022.46,790178.89,Postoloprty,apartment,{}
1237,1006022.46,790178.89,Postoloprty,apartment,{}
1238,1006022.46,790178.89,Postoloprty,apartment,{}
1239,1006022.46,790178.89,Postoloprty,apartment,{}
1240,1006022.46,790178.89,Postoloprty,apartment,{}
1241,1006022.46,790178.89,Postoloprty,apartment,{}
1242,1006022.46,790178.89,Postoloprty,apartment,{}
1243,1006022.46,790178.89,Postoloprty,apartment,{}
1244,1006022.46,790178.89,Postoloprty,apartment,{}
1245,1006022.46,790178.89,Postoloprty,apartment,{}
1246,1006022.46,790178.89,Postoloprty,apartment,{}
1247,1006022.46,790178.89,Postoloprty,apartment,{}
1248,1006022.46,790178.89,Postoloprty,apartment,{}
1249,1006022.46,790178.89,Postoloprty,apartment,{}
1250,1006022.46,790178.89,Postoloprty,apartment,{}
1251,1006022.46,790178.89,Postoloprty,apartment,{}
1252,1006022.46,790178.89,Postoloprty,apartment,{}
1253,1006022.46,790178.89,Postoloprty,apartment,{}
1254,1006022.46,790178.89,Postoloprty,apartment,{}
1255,1006022.46,790178.89,Postoloprty,apartment,{}
1256,1006022.46,790178.89,Postoloprty,apartment,{}
1257,1006022.46,790178.89,Postoloprty,apartment,{}
1258,1006022.46,790178.89,Postoloprty,apartment,{}
1259,1006022.46,790178.89,Postoloprty,apartment,{}
1260,1006022.46,790178.89,Postoloprty,apartment,{}
1261,1006022.46,790178.89,Postoloprty,apartment,{}
1262,1006022.46,790178.89,Postoloprty,apartment,{}
1263,1005581.58,789229.91,Postoloprty,apartment,{}
1264,1005581.58,789229.91,Postoloprty,apartment,{}
1265,1005581.58,789229.91,Postoloprty,apartment,{}
1266,1005581.58,789229.91,Postoloprty,apartment,{}
1267,1005581.58,789229.91,Postoloprty,apartment,{}
1268,1005581.58,789229.91,Postoloprty,apartment,{}
1269,1005581.58,789229.91,Postoloprty,apartment,{}
1270,1005581.58,789229.91,Postoloprty,apartment,{}
1271,1005581.58,789229.91,Postoloprty,apartment,{}
1272,1005581.58,789229.91,Postoloprty,apartment,{}
1273,1005581.58,789229.91,Postoloprty,apartment,{}
1274,1005581.58,789229.91,Postoloprty,apartment,{}
1275,1005581.58,789229.91,Postoloprty,apartment,{}
1276,1005581.58,789229.91,Postoloprty,apartment,{}
1277,1005581.58,789229.91,Postoloprty,apartment,{}
1278,1005581.58,789229.91,Postoloprty,apartment,{}
1279,1005581.58,789229.91,Postoloprty,apartment,{}
1280,1005581.58,789229.91,Postoloprty,apartment,{}
1281,1005581.58,789229.91,Postoloprty,apartment,{}
1282,1005581.58,789229.91,Postoloprty,apartment,{}
1283,1005581.58,789229.91,Postoloprty,apartment,{}
1284,1005581.58,789229.91,Postoloprty,apartment,{}
1285,1005581.58,789229.91,Postoloprty,apartment,{}
1286,1005581.58,789229.91,Postoloprty,apartment,{}
1287,1005581.58,789229.91,Postoloprty,apartment,{}
1288,1005581.58,789229.91,Postoloprty,apartment,{}
1289,1005581.58,789229.91,Postoloprty,apartment,{}
1290,1005581.58,789229.91,Postoloprty,apartment,{}
1291,1005581.58,789229.91,Postoloprty,apartment,{}
1292,1005581.58,789229.91,Postoloprty,apartment,{}
1293,1005581.58,789229.91,Postoloprty,apartment,{}
1294,1005581.58,789229.91,Postoloprty,apartment,{}
1295,1005581.58,789229.91,Postoloprty,apartment,{}
1296,1005581.58,789229.91,Postoloprty,apartment,{}
1297,1005581.58,789229.91,Postoloprty,apartment,{}
1298,1005581.58,789229.91,Postoloprty,apartment,{}
1299,1005581.58,789229.91,Postoloprty,apartment,{}
1300,1005581.58,789229.91,Postoloprty,apartment,{}
1301,1005581.58,789229.91,Postoloprty,apartment,{}
1302,1005581.58,789229.91,Postoloprty,apartment,{}
1303,1005581.58,789229.91,Postoloprty,apartment,{}
1304,1005581.58,789229.91,Postoloprty,apartment,{}
1305,1005581.58,789229.91,Postoloprty,apartment,{}
1306,1005581.58,789229.91,Postoloprty,apartment,{}
1307,1005581.58,789229.91,Postoloprty,apartment,{}
1308,1005581.58,789229.91,Postoloprty,apartment,{}
1309,1005581.58,789229.91,Postoloprty,apartment,{}
1310,1005581.58,789229.91,Postoloprty,apartment,{}
1311,1005581.58,789229.91,Postoloprty,apartment,{}
1312,1005581.58,789229.91,Postoloprty,apartment,{}
1313,1005581.58,789229.91,Postoloprty,apartment,{}
1314,1005581.58,789229.91,Postoloprty,apartment,{}
1315,1005581.58,789229.91,Postoloprty,apartment,{}
1316,1005581.58,789229.91,Postoloprty,apartment,{}
1317,1005581.58,789229.91,Postoloprty,apartment,{}
1318,1005581.58,789229.91,Postoloprty,apartment,{}
1319,1005581.58,789229.91,Postoloprty,apartment,{}
1320,1005581.58,789229.91,Postoloprty,apartment,{}
1321,1005581.58,789229.91,Postoloprty,apartment,{}
1322,1005581.58,789229.91,Postoloprty,apartment,{}
1323,1005581.58,789229.91,Postoloprty,apartment,{}
1324,1005581.58,789229.91,Postoloprty,apartment,{}
1325,1005581.58,789229.91,Postoloprty,apartment,{}
1326,1005581.58,789229.91,Postoloprty,apartment,{}
1327,1005581.58,789229.91,Postoloprty,apartment,{}
1328,1005581.58,789229.91,Postoloprty,apartment,{}
1329,1005581.58,789229.91,Postoloprty,apartment,{}
1330,1005581.58,789229.91,Postoloprty,apartment,{}
1331,1005581.58,789229.91,Postoloprty,apartment,{}
1332,1005581.58,789229.91,Postoloprty,apartment,{}
1333,1005581.58,789229.91,Postoloprty,apartment,{}
1334,1005581.58,789229.91,Postoloprty,apartment,{}
1335,1005581.58,789229.91,Postoloprty,apartment,{}
1336,1005581.58,789229.91,Postoloprty,apartment,{}
1337,1005581.58,789229.91,Postoloprty,apartment,{}
1338,1005581.58,789229.91,Postoloprty,apartment,{}
1339,1005581.58,789229.91,Postoloprty,apartment,{}
1340,1005581.58,789229.91,Postoloprty,apartment,{}
1341,1005581.58,789229.91,Postoloprty,apartment,{}
1342,1005581.58,789229.91,Postoloprty,apartment,{}
1343,1005581.58,789229.91,Postoloprty,apartment,{}
1344,1005581.58,789229.91,Postoloprty,apartment,{}
1345,1005581.58,789229.91,Postoloprty,apartment,{}
1346,1005581.58,789229.91,Postoloprty,apartment,{}
1347,1005581.58,789229.91,Postoloprty,apartment,{}
1348,1005581.58,789229.91,Postoloprty,apartment,{}
1349,1005581.58,789229.91,Postoloprty,apartment,{}
1350,1005581.58,789229.91,Postoloprty,apartment,{}
1351,1005581.58,789229.91,Postoloprty,apartment,{}
1352,1005581.58,789229.91,Postoloprty,apartment,{}
1353,1005581.58,789229.91,Postoloprty,apartment,{}
1354,1005581.58,789229.91,Postoloprty,apartment,{}
1355,1005581.58,789229.91,Postoloprty,apartment,{}
1356,1005522.86,789279.88,Postoloprty,apartment,{}
1357,1005522.86,789279.88,Postoloprty,apartment,{}
1358,1005522.86,789279.88,Postoloprty,apartment,{}
1359,1005522.86,789279.88,Postoloprty,apartment,{}
1360,1005522.86,789279.88,Postoloprty,apartment,{}
1361,1005522.86,789279.88,Postoloprty,apartment,{}
1362,1005522.86,789279.88,Postoloprty,apartment,{}
1363,1005522.86,789279.88,Postoloprty,apartment,{}
1364,1005522.86,789279.88,Postoloprty,apartment,{}
1365,1005522.86,789279.88,Postoloprty,apartment,{}
1366,1005522.86,789279.88,Postoloprty,apartment,{}
1367,1005522.86,789279.88,Postoloprty,apartment,{}
1368,1005522.86,789279.88,Postoloprty,apartment,{}
1369,1005522.86,789279.88,Postoloprty,apartment,{}
1370,1005522.86,789279.88,Postoloprty,apartment,{}
1371,1005522.86,789279.88,Postoloprty,apartment,{}
1372,1005522.86,789279.88,Postoloprty,apartment,{}
1373,1005522.86,789279.88,Postoloprty,apartment,{}
1374,1005522.86,789279.88,Postoloprty,apartment,{}
1375,1005522.86,789279.88,Postoloprty,apartment,{}
1376,1005522.86,789279.88,Postoloprty,apartment,{}
1377,1005522.86,789279.88,Postoloprty,apartment,{}
1378,1005522.86,789279.88,Postoloprty,apartment,{}
1379,1005522.86,789279.88,Postoloprty,apartment,{}
1380,1005522.86,789279.88,Postoloprty,apartment,{}
1381,1005522.86,789279.88,Postoloprty,apartment,{}
1382,1005522.86,789279.88,Postoloprty,apartment,{}
1383,1005522.86,789279.88,Postoloprty,apartment,{}
1384,1005522.86,789279.88,Postoloprty,apartment,{}
1385,1005522.86,789279.88,Postoloprty,apartment,{}
1386,1005522.86,789279.88,Postoloprty,apartment,{}
1387,1005522.86,789279.88,Postoloprty,apartment,{}
1388,1005522.86,789279.88,Postoloprty,apartment,{}
1389,1005522.86,789279.88,Postoloprty,apartment,{}
1390,1005522.86,789279.88,Postoloprty,apartment,{}
1391,1005522.86,789279.88,Postoloprty,apartment,{}
1392,1005522.86,789279.88,Postoloprty,apartment,{}
1393,1005522.86,789279.88,Postoloprty,apartment,{}
1394,1005522.86,789279.88,Postoloprty,apartment,{}
1395,1005522.86,789279.88,Postoloprty,apartment,{}
1396,1005522.86,789279.88,Postoloprty,apartment,{}
1397,1005522.86,789279.88,Postoloprty,apartment,{}
1398,1005522.86,789279.88,Postoloprty,apartment,{}
1399,1005522.86,789279.88,Postoloprty,apartment,{}
1400,1005522.86,789279.88,Postoloprty,apartment,{}
1401,1005522.86,789279.88,Postoloprty,apartment,{}
1402,1005522.86,789279.88,Postoloprty,apartment,{}
1403,1005522.86,789279.88,Postoloprty,apartment,{}
1404,1005522.86,789279.88,Postoloprty,apartment,{}
1405,1005522.86,789279.88,Postoloprty,apartment,{}
1406,1005522.86,789279.88,Postoloprty,apartment,{}
1407,1005522.86,789279.88,Postoloprty,apartment,{}
1408,1005522.86,789279.88,Postoloprty,apartment,{}
1409,1005522.86,789279.88,Postoloprty,apartment,{}
1410,1005522.86,789279.88,Postoloprty,apartment,{}
1411,1005522.86,789279.88,Postoloprty,apartment,{}
1412,1005522.86,789279.88,Postoloprty,apartment,{}
1413,1005522.86,789279.88,Postoloprty,apartment,{}
1414,1005522.86,789279.88,Postoloprty,apartment,{}
1415,1005522.86,789279.88,Postoloprty,apartment,{}
1416,1005522.86,789279.88,Postoloprty,apartment,{}
1417,1005522.86,789279.88,Postoloprty,apartment,{}
1418,1005522.86,789279.88,Postoloprty,apartment,{}
1419,1005522.86,789279.88,Postoloprty,apartment,{}
1420,1005522.86,789279.88,Postoloprty,apartment,{}
1421,1005522.86,789279.88,Postoloprty,apartment,{}
1422,1005522.86,789279.88,Postoloprty,apartment,{}
1423,1005522.86,789279.88,Postoloprty,apartment,{}
1424,1005522.86,789279.88,Postoloprty,apartment,{}
1425,1005522.86,789279.88,Postoloprty,apartment,{}
1426,1005522.86,789279.88,Postoloprty,apartment,{}
1427,1005468.09,789368.37,Postoloprty,apartment,{}
1428,1005468.09,789368.37,Postoloprty,apartment,{}
1429,1005468.09,789368.37,Postoloprty,apartment,{}
1430,1005468.09,789368.37,Postoloprty,apartment,{}
1431,1005468.09,789368.37,Postoloprty,apartment,{}
1432,1005468.09,789368.37,Postoloprty,apartment,{}
1433,1005468.09,789368.37,Postoloprty,apartment,{}
1434,1005468.09,789368.37,Postoloprty,apartment,{}
1435,1005468.09,789368.37,Postoloprty,apartment,{}
1436,1005468.09,789368.37,Postoloprty,apartment,{}
1437,1005468.09,789368.37,Postoloprty,apartment,{}
1438,1005468.09,789368.37,Postoloprty,apartment,{}
1439,1005468.09,789368.37,Postoloprty,apartment,{}
1440,1005468.09,789368.37,Postoloprty,apartment,{}
1441,1005468.09,789368.37,Postoloprty,apartment,{}
1442,1005468.09,789368.37,Postoloprty,apartment,{}
1443,1005468.09,789368.37,Postoloprty,apartment,{}
1444,1005468.09,789368.37,Postoloprty,apartment,{}
1445,1005468.09,789368.37,Postoloprty,apartment,{}
1446,1005468.09,789368.37,Postoloprty,apartment,{}
1447,1005468.09,789368.37,Postoloprty,apartment,{}
1448,1005468.09,789368.37,Postoloprty,apartment,{}
1449,1005468.09,789368.37,Postoloprty,apartment,{}
1450,1005468.09,789368.37,Postoloprty,apartment,{}
1451,1005468.09,789368.37,Postoloprty,apartment,{}
1452,1005468.09,789368.37,Postoloprty,apartment,{}
1453,1005468.09,789368.37,Postoloprty,apartment,{}
1454,1005468.09,789368.37,Postoloprty,apartment,{}
1455,1005468.09,789368.37,Postoloprty,apartment,{}
1456,1005468.09,789368.37,Postoloprty,apartment,{}
1457,1005468.09,789368.37,Postoloprty,apartment,{}
1458,1005468.09,789368.37,Postoloprty,apartment,{}
1459,1005468.09,789368.37,Postoloprty,apartment,{}
1460,1005468.09,789368.37,Postoloprty,apartment,{}
1461,1005468.09,789368.37,Postoloprty,apartment,{}
1462,1005468.09,789368.37,Postoloprty,apartment,{}
1463,1005468.09,789368.37,Postoloprty,apartment,{}
1464,1005468.09,789368.37,Postoloprty,apartment,{}
1465,1005468.09,789368.37,Postoloprty,apartment,{}
1466,1005468.09,789368.37,Postoloprty,apartment,{}
1467,1005468.09,789368.37,Postoloprty,apartment,{}
1468,1005468.09,789368.37,Postoloprty,apartment,{}
1469,1005468.09,789368.37,Postoloprty,apartment,{}
1470,1005468.09,789368.37,Postoloprty,apartment,{}
1471,1005468.09,789368.37,Postoloprty,apartment,{}
1472,1005468.09,789368.37,Postoloprty,apartment,{}
1473,1005468.09,789368.37,Postoloprty,apartment,{}
1474,1005468.09,789368.37,Postoloprty,apartment,{}
1475,1005488.44,789521.07,Postoloprty,apartment,{}
1476,1005488.44,789521.07,Postoloprty,apartment,{}
1477,1005488.44,789521.07,Postoloprty,apartment,{}
1478,1005488.44,789521.07,Postoloprty,apartment,{}
1479,1005488.44,789521.07,Postoloprty,apartment,{}
1480,1005488.44,789521.07,Postoloprty,apartment,{}
1481,1005488.44,789521.07,Postoloprty,apartment,{}
1482,1005488.44,789521.07,Postoloprty,apartment,{}
1483,1005488.44,789521.07,Postoloprty,apartment,{}
1484,1005488.44,789521.07,Postoloprty,apartment,{}
1485,1005488.44,789521.07,Postoloprty,apartment,{}
1486,1005488.44,789521.07,Postoloprty,apartment,{}
1487,1005488.44,789521.07,Postoloprty,apartment,{}
1488,1005488.44,789521.07,Postoloprty,apartment,{}
1489,1005488.44,789521.07,Postoloprty,apartment,{}
1490,1005488.44,789521.07,Postoloprty,apartment,{}
1491,1005488.44,789521.07,Postoloprty,apartment,{}
1492,1005488.44,789521.07,Postoloprty,apartment,{}
1493,1005488.44,789521.07,Postoloprty,apartment,{}
1494,1005488.44,789521.07,Postoloprty,apartment,{}
1495,1005488.44,789521.07,Postoloprty,apartment,{}
1496,1005488.44,789521.07,Postoloprty,apartment,{}
1497,1005488.44,789521.07,Postoloprty,apartment,{}
1498,1005488.44,789521.07,Postoloprty,apartment,{}
1499,1005488.44,789521.07,Postoloprty,apartment,{}
1500,1005488.44,789521.07,Postoloprty,apartment,{}
1501,1005488.44,789521.07,Postoloprty,apartment,{}
1502,1005488.44,789521.07,Postoloprty,apartment,{}
1503,1005488.44,789521.07,Postoloprty,apartment,{}
1504,1005488.44,789521.07,Postoloprty,apartment,{}
1505,1005488.44,789521.07,Postoloprty,apartment,{}
1506,1005488.44,789521.07,Postoloprty,apartment,{}
1507,1005488.44,789521.07,Postoloprty,apartment,{}
1508,1005488.44,789521.07,Postoloprty,apartment,{}
1509,1005488.44,789521.07,Postoloprty,apartment,{}
1510,1005488.44,789521.07,Postoloprty,apartment,{}
1511,1005488.44,789521.07,Postoloprty,apartment,{}
1512,1005488.44,789521.07,Postoloprty,apartment,{}
1513,1005488.44,789521.07,Postoloprty,apartment,{}
1514,1005488.44,789521.07,Postoloprty,apartment,{}
1515,1005488.44,789521.07,Postoloprty,apartment,{}
1516,1005488.44,789521.07,Postoloprty,apartment,{}
1517,1005559.96,789542.23,Postoloprty,apartment,{}
1518,1005559.96,789542.23,Postoloprty,apartment,{}
1519,1005559.96,789542.23,Postoloprty,apartment,{}
1520,1005559.96,789542.23,Postoloprty,apartment,{}
1521,1005559.96,789542.23,Postoloprty,apartment,{}
1522,1005559.96,789542.23,Postoloprty,apartment,{}
1523,1005559.96,789542.23,Postoloprty,apartment,{}
1524,1005559.96,789542.23,Postoloprty,apartment,{}
1525,1005559.96,789542.23,Postoloprty,apartment,{}
1526,1005559.96,789542.23,Postoloprty,apartment,{}
1527,1005559.96,789542.23,Postoloprty,apartment,{}
1528,1005559.96,789542.23,Postoloprty,apartment,{}
1529,1005559.96,789542.23,Postoloprty,apartment,{}
1530,1005559.96,789542.23,Postoloprty,apartment,{}
1531,1005559.96,789542.23,Postoloprty,apartment,{}
1532,1005559.96,789542.23,Postoloprty,apartment,{}
1533,1005559.96,789542.23,Postoloprty,apartment,{}
1534,1005559.96,789542.23,Postoloprty,apartment,{}
1535,1005559.96,789542.23,Postoloprty,apartment,{}
1536,1005559.96,789542.23,Postoloprty,apartment,{}
1537,1005559.96,789542.23,Postoloprty,apartment,{}
1538,1005559.96,789542.23,Postoloprty,apartment,{}
1539,1005559.96,789542.23,Postoloprty,apartment,{}
