X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
0.577436798135317,0.219936486345118,0.100956049713572,0.0874301933372244,0.176628490612448,0.290359348421881,0.417555161385774,0.393729968940362,0.211815632003897,0.150394084197297,0.182292313219877,0.20803497910586,0.167774769445664,0.151704023912975,0.0779494604563461,0.0364349251545406
0.239477204714639,0.793653404927479,0.260906577628879,0.0848477149283387,0.0858743168112718,0.183449453440105,0.278701773428911,0.340196991719354,0.2286339518819,0.110115609538506,0.0884258189536698,0.125245547535978,0.141314516210991,0.110813153568281,0.0430509480296172,0.0315829790253464
0.069210865768939,0.32375238988087,1.02724103225317,0.188238891836038,0.148788273232614,0.135446312038523,0.194559677007631,0.255643991250192,0.234539527517397,0.149359348885165,0.0984024952701463,0.0836418400905414,0.0713093922292615,0.0775120060674679,0.0450804629642262,0.0385409309192232
0.0443024495106985,0.122706432958834,0.512153375724444,1.80068309929424,0.520956026266284,0.262285293571677,0.20669802784303,0.271944419064435,0.221262421790329,0.197258206478596,0.0893083045454083,0.0606215904794482,0.0539794435302582,0.051642608866321,0.025230329578834,0.0166430579545639
0.0751607111147091,0.0842314496347763,0.112647271873739,0.850439528632815,1.64353389081219,0.699332521693049,0.515679198207843,0.376396851177899,0.232559933999997,0.271871544691281,0.165581121165595,0.1498957876985,0.0732614411401763,0.0591615175902316,0.0530768975106183,0.0415448467193881
0.139847519499083,0.0639654584955219,0.0516555439195339,0.236745337552713,0.790394027062456,1.08571101709863,0.768210190948382,0.565260428794963,0.300279627979908,0.272531090806976,0.231030917735241,0.169330398159546,0.0810420249506641,0.063479304193231,0.0325878104681716,0.0163217698858571
0.175788174858906,0.109934232648034,0.149791392667388,0.139984777752425,0.442924376316537,0.700950358349861,1.09393799206361,0.8582501768791,0.429092465522603,0.328640471469417,0.334299108988634,0.329805028588788,0.183376711417204,0.140674900233784,0.05809734486927,0.0536428445800898
0.175295280923391,0.181804527528189,0.122839454848054,0.106596295221609,0.303456500706163,0.573320585700936,0.892845252814873,1.19531492676995,0.662165956547255,0.426024658005326,0.291250628162809,0.31553201907686,0.329163593500297,0.242282276512974,0.117070128493215,0.0460354869968724
0.0953312658424157,0.108848576716697,0.152969407532453,0.115163330831123,0.247044953346112,0.319312716794982,0.548430832512554,0.651201359463724,0.561157809363178,0.342568476383905,0.235733412937666,0.151575378729252,0.17440910242155,0.130350878716243,0.0813440791198549,0.0341288134695143
0.0288722229021619,0.0417615199531832,0.048797850348545,0.109076444347987,0.179183324095686,0.239428453488559,0.365377493281029,0.448504792224152,0.34186759816641,0.351255679729905,0.27411979315342,0.171554594989392,0.148206991178448,0.10332295538252,0.0755358201085109,0.0579605929805494
0.0460546065702636,0.0760583342414325,0.0774489987201983,0.134936617264655,0.294505354624922,0.402421745148349,0.366980888897538,0.391166041547987,0.351667866454217,0.393802983392427,0.310243944421884,0.336021815578684,0.248045170080026,0.144269451603705,0.0779971415890493,0.0522532966610965
0.0857033379515931,0.0671050105377461,0.0647548493396855,0.0900731829825292,0.269574037713471,0.48913259070555,0.630743617292243,0.575079744817669,0.446551231506199,0.315487522476345,0.464315629109694,0.592620271708028,0.466076269800057,0.277001762795956,0.125931310219655,0.067951887887892
0.0699693997798879,0.0673285542627608,0.051975909839864,0.096782774192861,0.243780350976383,0.403831992256423,0.518628848621158,0.683061300420982,0.467978680325032,0.379893353344888,0.344782859765185,0.584141016597999,0.617096786672987,0.479092594777682,0.275625095470208,0.114938669415586
0.0708182083660203,0.0823914287848527,0.0469616841093675,0.0579430367052545,0.202145909182893,0.339864971539499,0.535362454775964,0.527223442668356,0.398713573654618,0.31781126453634,0.352244749424985,0.521458199009897,0.600679053262528,0.557184402673611,0.242153739441283,0.14358337885359
0.0217641825563282,0.0406047369550298,0.0524706581137912,0.114768324751997,0.12718313894738,0.199641050814077,0.255869805790705,0.391352005982475,0.364055497145736,0.275076084299967,0.225610244902766,0.308029269342521,0.615745498198759,0.590823173406098,0.446704470284655,0.161833164863589
0.0333698157078227,0.0298772983513157,0.0395798773483663,0.0256281652362018,0.0670312218838618,0.0963507789518729,0.227647002307823,0.20078833762224,0.152177960951794,0.18919388922663,0.138378233426737,0.182563510377907,0.209861345228952,0.297889167674978,0.212824612629991,0.143486327368848
