layer,sublayer,vertex1,vertex2,probability,intensity
1,0,1599,1512,1.0,1.0
1,0,1599,1516,1.0,1.0
1,0,1599,1540,1.0,1.0
1,0,1599,1545,1.0,1.0
1,0,1599,1548,1.0,1.0
1,0,1599,1568,1.0,1.0
1,0,1599,1571,1.0,1.0
1,0,1599,1602,1.0,1.0
1,0,1599,1608,1.0,1.0
1,0,1610,1599,1.0,1.0
1,0,1622,1599,1.0,1.0
1,0,1628,1599,1.0,1.0
1,0,1605,1516,1.0,1.0
1,0,1605,1529,1.0,1.0
1,0,1605,1540,1.0,1.0
1,0,1605,1548,1.0,1.0
1,0,1605,1555,1.0,1.0
1,0,1605,1602,1.0,1.0
1,0,1605,1608,1.0,1.0
1,0,1605,1610,1.0,1.0
1,0,1622,1605,1.0,1.0
1,0,1555,1540,1.0,1.0
1,0,1610,1540,1.0,1.0
1,0,1545,1491,1.0,1.0
1,0,1545,1540,1.0,1.0
1,0,1545,1548,1.0,1.0
1,0,1555,1545,1.0,1.0
1,0,1545,1587,1.0,1.0
1,0,1545,1602,1.0,1.0
1,0,1545,1605,1.0,1.0
1,0,1545,1608,1.0,1.0
1,0,1610,1545,1.0,1.0
1,0,1612,1545,1.0,1.0
1,0,1622,1545,1.0,1.0
1,0,1545,1628,1.0,1.0
1,0,1622,1529,1.0,1.0
1,0,1622,1540,1.0,1.0
1,0,1622,1548,1.0,1.0
1,0,1622,1554,1.0,1.0
1,0,1622,1568,1.0,1.0
1,0,1622,1587,1.0,1.0
1,0,1622,1602,1.0,1.0
1,0,1622,1608,1.0,1.0
1,0,1622,1610,1.0,1.0
1,0,1622,1612,1.0,1.0
1,0,1555,1491,1.0,1.0
1,0,1555,1516,1.0,1.0
1,0,1555,1529,1.0,1.0
1,0,1555,1548,1.0,1.0
1,0,1555,1554,1.0,1.0
1,0,1555,1568,1.0,1.0
1,0,1555,1587,1.0,1.0
1,0,1555,1599,1.0,1.0
1,0,1555,1602,1.0,1.0
1,0,1555,1608,1.0,1.0
1,0,1612,1555,1.0,1.0
1,0,1555,1622,1.0,1.0
1,0,1555,1608,1.0,1.0
1,0,1602,1529,1.0,1.0
1,0,1602,1587,1.0,1.0
1,0,1602,1608,1.0,1.0
1,0,1612,1602,1.0,1.0
1,0,1491,1516,1.0,1.0
1,0,1491,1540,1.0,1.0
1,0,1491,1548,1.0,1.0
1,0,1491,1554,1.0,1.0
1,0,1491,1568,1.0,1.0
1,0,1491,1571,1.0,1.0
1,0,1491,1605,1.0,1.0
1,0,1491,1608,1.0,1.0
1,0,1610,1491,1.0,1.0
1,0,1612,1491,1.0,1.0
1,0,1491,1622,1.0,1.0
1,0,1628,1491,1.0,1.0
1,0,1628,1554,1.0,1.0
1,0,1628,1555,1.0,1.0
1,0,1628,1608,1.0,1.0
1,0,1628,1610,1.0,1.0
1,0,1628,1622,1.0,1.0
1,0,1612,1512,1.0,1.0
1,0,1612,1516,1.0,1.0
1,0,1612,1529,1.0,1.0
1,0,1612,1540,1.0,1.0
1,0,1612,1548,1.0,1.0
1,0,1612,1554,1.0,1.0
1,0,1612,1568,1.0,1.0
1,0,1612,1571,1.0,1.0
1,0,1612,1587,1.0,1.0
1,0,1612,1599,1.0,1.0
1,0,1612,1605,1.0,1.0
1,0,1612,1608,1.0,1.0
1,0,1612,1610,1.0,1.0
1,0,1612,1628,1.0,1.0
1,0,1612,1587,1.0,1.0
1,0,1529,1491,1.0,1.0
1,0,1529,1516,1.0,1.0
1,0,1529,1540,1.0,1.0
1,0,1529,1548,1.0,1.0
1,0,1529,1568,1.0,1.0
1,0,1529,1587,1.0,1.0
1,0,1529,1599,1.0,1.0
1,0,1529,1608,1.0,1.0
1,0,1529,1610,1.0,1.0
1,0,1610,1554,1.0,1.0
1,0,1610,1568,1.0,1.0
1,0,1610,1571,1.0,1.0
1,0,1610,1587,1.0,1.0
1,0,1610,1608,1.0,1.0
1,0,1574,1503,1.0,1.0
1,0,1574,1523,1.0,1.0
1,0,1574,1536,1.0,1.0
1,0,1574,1549,1.0,1.0
1,0,1574,1551,1.0,1.0
1,0,1574,1559,1.0,1.0
1,0,1574,1562,1.0,1.0
1,0,1574,1565,1.0,1.0
1,0,1574,1573,1.0,1.0
1,0,1574,1585,1.0,1.0
1,0,1590,1574,1.0,1.0
1,0,1574,1597,1.0,1.0
1,0,1536,1503,1.0,1.0
1,0,1549,1503,1.0,1.0
1,0,1551,1503,1.0,1.0
1,0,1559,1503,1.0,1.0
1,0,1562,1503,1.0,1.0
1,0,1565,1503,1.0,1.0
1,0,1503,1572,1.0,1.0
1,0,1503,1585,1.0,1.0
1,0,1590,1503,1.0,1.0
1,0,1503,1594,1.0,1.0
1,0,1627,1501,1.0,1.0
1,0,1627,1517,1.0,1.0
1,0,1627,1551,1.0,1.0
1,0,1627,1559,1.0,1.0
1,0,1627,1594,1.0,1.0
1,0,1627,1597,1.0,1.0
1,0,1627,1598,1.0,1.0
1,0,1627,1616,1.0,1.0
1,0,1565,1523,1.0,1.0
1,0,1565,1536,1.0,1.0
1,0,1565,1549,1.0,1.0
1,0,1565,1551,1.0,1.0
1,0,1565,1559,1.0,1.0
1,0,1565,1562,1.0,1.0
1,0,1565,1572,1.0,1.0
1,0,1565,1585,1.0,1.0
1,0,1590,1565,1.0,1.0
1,0,1565,1594,1.0,1.0
1,0,1565,1597,1.0,1.0
1,0,1565,1598,1.0,1.0
1,0,1565,1616,1.0,1.0
1,0,1517,1501,1.0,1.0
1,0,1559,1501,1.0,1.0
1,0,1501,1573,1.0,1.0
1,0,1501,1594,1.0,1.0
1,0,1501,1597,1.0,1.0
1,0,1501,1598,1.0,1.0
1,0,1501,1616,1.0,1.0
1,0,1551,1501,1.0,1.0
1,0,1551,1523,1.0,1.0
1,0,1551,1536,1.0,1.0
1,0,1551,1549,1.0,1.0
1,0,1559,1551,1.0,1.0
1,0,1562,1551,1.0,1.0
1,0,1551,1572,1.0,1.0
1,0,1551,1585,1.0,1.0
1,0,1590,1551,1.0,1.0
1,0,1551,1594,1.0,1.0
1,0,1562,1536,1.0,1.0
1,0,1562,1549,1.0,1.0
1,0,1562,1559,1.0,1.0
1,0,1562,1572,1.0,1.0
1,0,1573,1562,1.0,1.0
1,0,1590,1562,1.0,1.0
1,0,1562,1627,1.0,1.0
1,0,1573,1523,1.0,1.0
1,0,1573,1536,1.0,1.0
1,0,1573,1549,1.0,1.0
1,0,1573,1559,1.0,1.0
1,0,1573,1572,1.0,1.0
1,0,1573,1585,1.0,1.0
1,0,1590,1573,1.0,1.0
1,0,1573,1597,1.0,1.0
1,0,1573,1606,1.0,1.0
1,0,1549,1517,1.0,1.0
1,0,1549,1523,1.0,1.0
1,0,1549,1536,1.0,1.0
1,0,1559,1549,1.0,1.0
1,0,1549,1572,1.0,1.0
1,0,1549,1585,1.0,1.0
1,0,1590,1549,1.0,1.0
